density,seed,delta_requested,delta_actual,transmitted,err_m,r_err,feat0_next,next_obs_present
5.0,2001,7.517175755026101,7.6000000000000085,1,1.7015211999069493,0.09740454028488128,0.016199247911572456,1
5.0,2001,7.418063049023054,7.5,1,0.0,0.0,0.0,1
5.0,2001,3.0916747847307553,3.0999999999999943,1,0.2653314985075781,0.0003570200106052147,0.00040023651672527194,1
5.0,2001,25.266885281731728,25.299999999999997,1,0.0,0.0,0.0,1
5.0,2001,0.31515246423043514,0.4000000000000057,1,0.0,0.0,0.0,1
5.0,2001,38.454264368551435,4.3999999999999915,0,0.0,7.342453504436555e-05,nan,0
5.0,2001,1.4170513610737723,1.5,1,0.0035128970048958763,3.0340479711584064e-08,7.018491032795282e-08,1
5.0,2001,0.2565305475355589,0.29999999999999716,1,7.082717735329425e-05,4.243527294439139e-12,2.8530726392528294e-11,1
5.0,2001,2.1412207081745045,2.200000000000003,1,0.07577858004515292,2.1328491543604725e-05,3.265815757913515e-05,1
5.0,2001,26.320262853506076,26.400000000000006,1,106.62214149488419,21.792347226232796,0.9847690463066101,1
5.0,2001,0.10941855946397488,0.20000000000000284,1,2.764445389402681e-05,5.475691596241437e-13,4.3463930371467896e-12,1
5.0,2001,0.27922913943518096,0.29999999999999716,1,3.934238247893518e-05,1.330526375346053e-12,8.803071986640543e-12,1
5.0,2001,24.055233650826445,24.099999999999994,1,48.655003341974805,3.284227375358322,0.9308619499206543,1
5.0,2001,5.192673665930952,5.200000000000003,1,0.006938034875020094,1.1777450540238155e-06,2.737699560384499e-07,1
5.0,2001,1.8663400627742772,1.0999999999999943,0,0.0,1.3273199554994482e-05,nan,0
5.0,2001,4.289470280846539,4.300000000000011,1,5.83617940860222,0.2444278054520285,0.16228128969669342,1
5.0,2001,13.917180966257696,14.0,1,3.3394729348805186,0.030739592701890833,0.05964326858520508,1
5.0,2001,0.11454694219417072,0.20000000000000284,1,0.1506053691454099,1.590839213324893e-05,0.0001289845968130976,1
5.0,2001,7.7333080107943655,7.800000000000011,1,0.23368151383471059,0.0007499056214355787,0.0003104751231148839,1
5.0,2001,3.0288893963136143,3.1000000000000085,1,0.19314011085180027,0.00020211270277607137,0.00021211226703599095,1
5.0,2001,0.25286616938869133,0.4000000000000057,1,0.03134050659110699,1.6416227507965983e-06,5.58627789359889e-06,1
5.0,2001,16.700442065403852,16.799999999999997,1,0.39663135361939794,0.0002071929757929694,0.0008939199615269899,1
5.0,2001,5.81002772733573,5.8999999999999915,1,0.1251605387782888,1.7604490985561754e-05,8.908593008527532e-05,1
5.0,2001,22.63600322695792,22.700000000000003,1,0.6288456685664983,0.0005810314152344202,0.002244013361632824,1
5.0,2001,0.885298348304085,0.9000000000000057,1,1.272096902431656,0.002397124159172471,0.009119574911892414,1
5.0,2001,0.7938554786929709,0.7999999999999972,1,0.06303490102652631,6.31412493890558e-06,2.259775465063285e-05,1
5.0,2001,0.15114437619132973,0.20000000000000284,1,0.08610729452084342,5.505880429867736e-06,4.2167175706708804e-05,1
5.0,2001,0.3070627020167156,0.4000000000000057,1,0.2351967904837693,5.233559652071136e-05,0.00031451336690224707,1
5.0,2001,0.33965911402402515,0.3999999999999915,1,0.2549265815101762,6.077412104058673e-05,0.00036947301123291254,1
5.0,2001,9.34433175245004,9.399999999999991,1,4.109700992050421,0.048487342172347306,0.08763949573040009,1
5.0,2001,7.047737169941466,7.1000000000000085,1,16.558771739803248,0.83692124757942,0.609289824962616,1
5.0,2001,3.2267966340912726,3.299999999999997,1,5.645189867038312,0.07872072588734678,0.1534367799758911,1
5.0,2001,1.6565815760292273,1.6999999999999886,1,3.363109879769013,0.027139649390065447,0.06043936312198639,1
5.0,2001,3.6838242786178443,3.6999999999999886,1,13.590242897127837,0.5544430498782729,0.5122975707054138,1
5.0,2001,2.133806621101496,2.200000000000003,1,1.192646020549006,0.018097201967097062,0.008024848997592926,1
5.0,2001,2.648321256788748,2.700000000000003,1,2.9319842894441877,0.042033315247346645,0.04661283642053604,1
5.0,2001,4.119397722831665,4.200000000000003,1,7.392081347620206,0.35144576154970864,0.23709270358085632,1
5.0,2001,39.22026138038682,39.300000000000004,1,307.9600583550007,17.4109234464045,0.9981494545936584,1
5.0,2001,0.13030772037217533,0.20000000000000284,1,0.010197149758141677,1.3825927286233725e-07,5.913850031902257e-07,1
5.0,2001,1.4424950983207956,1.5,1,0.03784000322502834,5.128874559967515e-06,8.143511877278797e-06,1
5.0,2001,32.41992196977753,32.5,1,105.58148157321648,7.6530467287111685,0.9844720363616943,1
