Time,VehicleID,X,Y,Z,State
130.0,V1,3235.0,172.3,150.1,CRUISE
130.0,V2,3440.9,332.5,149.7,CRUISE
130.0,V4,3619.2,442.8,153.0,CRUISE
131.0,V1,3210.3,143.4,150.1,CRUISE
131.0,V2,3425.8,326.3,149.8,CRUISE
131.0,V4,3642.1,463.3,151.9,CRUISE
132.0,V1,3186.2,112.1,150.1,CRUISE
132.0,V2,3409.2,318.0,149.8,CRUISE
132.0,V4,3663.1,482.1,150.7,CRUISE
133.0,V1,3164.7,81.2,150.0,CRUISE
133.0,V2,3391.3,307.6,149.9,CRUISE
133.0,V4,3682.2,499.2,149.5,CRUISE
134.0,V1,3145.1,51.8,150.0,CRUISE
134.0,V2,3372.1,295.1,149.9,CRUISE
134.0,V4,3699.4,514.7,148.4,CRUISE
135.0,V1,3127.2,24.2,149.9,CRUISE
135.0,V2,3351.6,280.4,150.0,CRUISE
135.0,V4,3714.8,528.5,147.4,CRUISE
136.0,V1,3110.9,-1.4,149.9,CRUISE
136.0,V2,3330.0,263.4,150.1,CRUISE
136.0,V4,3728.4,540.6,146.5,CRUISE
137.0,V1,3096.1,-25.0,149.9,CRUISE
137.0,V2,3307.4,244.2,150.1,CRUISE
137.0,V4,3740.0,551.1,145.8,CRUISE
138.0,V1,3082.8,-46.7,149.8,CRUISE
138.0,V2,3283.9,222.7,150.1,CRUISE
138.0,V4,3749.9,559.9,145.3,CRUISE
139.0,V1,3070.9,-66.3,149.8,CRUISE
