sweep_id,param_name,param_value,seed,AoI_mean,CBR_mean,PDR_mean,energy_efficiency,ETSI_compliance,runtime_sec,n_cam_events,status,error,method,runner_kwargs
,n_vehicles,20.0,123.0,974.941,0.3229,60.73,0.5699,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 20, 'seed': 123, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,20.0,456.0,1188.63,0.276,60.48,0.5524,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 20, 'seed': 456, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,851.49,0.4144,54.4,5.584,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,964.0,0.4044,53.45,5.6181,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,1065.949,0.3642,53.5,5.2355,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,806.558,0.4329,54.71,5.7911,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,924.164,0.4186,53.68,5.7832,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,947.374,0.3783,53.71,5.4082,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,1135.512,0.3195,53.94,4.3468,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,1253.664,0.3151,53.41,4.4109,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,1406.108,0.2868,53.47,4.1421,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,701.385,0.4847,54.02,6.5439,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,794.946,0.4714,53.19,6.5665,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,822.559,0.42,53.06,6.0597,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,1141.69,0.4341,55.53,0.6768,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,1220.286,0.4229,54.66,0.6758,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,1350.939,0.384,55.02,0.6172,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,1037.828,0.4686,51.04,5.4943,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,975.894,0.4591,51.41,5.5476,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,1129.169,0.4368,51.27,5.1429,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,1016.693,0.4791,51.22,5.5625,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,951.686,0.4685,51.54,5.6128,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,1096.334,0.4464,51.46,5.2086,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,1399.227,0.3643,50.89,4.3226,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,1294.43,0.3553,51.3,4.3536,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,1379.287,0.3381,51.15,4.038,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,886.926,0.5563,50.95,6.5379,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,841.083,0.541,51.2,6.5763,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,891.834,0.512,51.08,6.0738,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,1503.398,0.5713,50.35,2.442,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,1361.12,0.5626,51.41,2.6606,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,1593.609,0.5203,50.66,2.6174,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,1090.207,0.4879,50.33,5.4192,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,1112.108,0.4848,50.53,5.3827,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,1166.917,0.4808,50.48,5.2064,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,1046.758,0.4981,50.46,5.4648,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,1045.319,0.4945,50.67,5.4245,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,1117.011,0.491,50.61,5.2479,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,1355.955,0.3883,50.35,4.3189,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,1358.739,0.3823,50.51,4.2727,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,1441.434,0.3771,50.5,4.1233,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,875.637,0.5976,50.33,6.5476,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,894.664,0.5862,50.47,6.469,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,933.079,0.5769,50.43,6.2368,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,2101.739,0.6892,47.11,5.6432,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,1965.028,0.68,47.54,4.7293,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,2177.481,0.6675,47.23,4.9922,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,42.0,1094.629,0.4932,50.16,5.3095,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 42, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,123.0,1117.901,0.4906,50.27,5.2451,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 123, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,456.0,1137.414,0.4889,50.24,5.0772,,,,ok,,ReactDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 456, 'method': 'ReactDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,42.0,1069.998,0.5007,50.26,5.3312,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 42, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,123.0,1084.618,0.5002,50.4,5.2747,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 123, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,456.0,1107.269,0.4992,50.35,5.1119,,,,ok,,AdaptDCC,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 456, 'method': 'AdaptDCC', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,42.0,1412.359,0.396,50.22,4.2434,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 42, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,123.0,1433.026,0.3928,50.31,4.1883,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 123, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,456.0,1461.011,0.3897,50.33,4.0502,,,,ok,,Heuristic,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 456, 'method': 'Heuristic', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,42.0,896.584,0.6116,50.16,6.4328,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 42, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,123.0,920.787,0.6055,50.26,6.3425,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 123, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,456.0,953.903,0.5989,50.17,6.1296,,,,ok,,Fixed10Hz,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 456, 'method': 'Fixed10Hz', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,42.0,2329.655,0.7355,45.62,5.8875,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 42, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,123.0,2297.71,0.7373,46.27,5.628,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 123, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,100.0,456.0,2452.899,0.7205,45.7,4.7579,,,,ok,,DecTree,"{'scenario': 'urban_grid', 'n_vehicles': 100, 'seed': 456, 'method': 'DecTree', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,10.0,42.0,404.888,0.1716,77.73,5.0127,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 10, 'seed': 42, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,10.0,123.0,767.447,0.1179,81.99,4.6697,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 10, 'seed': 123, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,10.0,456.0,383.325,0.0922,86.26,4.0852,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 10, 'seed': 456, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,20.0,42.0,817.218,0.2592,74.62,4.3103,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 20, 'seed': 42, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,20.0,123.0,728.645,0.2501,74.52,4.2753,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 20, 'seed': 123, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,20.0,456.0,913.349,0.2124,73.75,4.243,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 20, 'seed': 456, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,42.0,1244.95,0.2708,71.08,3.1183,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 42, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,123.0,1167.293,0.2577,75.82,3.065,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 123, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,30.0,456.0,1252.096,0.2418,76.12,3.0506,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 30, 'seed': 456, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,42.0,1611.556,0.3561,72.32,2.527,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 42, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,123.0,1569.239,0.3475,71.45,2.555,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 123, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,50.0,456.0,1555.664,0.3218,73.96,2.4202,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 50, 'seed': 456, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,42.0,2092.149,0.477,63.35,2.3225,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 42, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,123.0,2038.035,0.4444,65.3,2.3392,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 123, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
,n_vehicles,75.0,456.0,2052.866,0.4486,65.73,2.304,,,,ok,,Proposed,"{'scenario': 'urban_grid', 'n_vehicles': 75, 'seed': 456, 'method': 'Proposed', 'method_params': {}, 'duration_steps': 3000, 'warmup_s': 30.0}"
