vid,reward,delta_actual,interval_steps,done,transmitted,r_err,r_power,cbr,i_redundant,error,term_err,term_pow,term_cong,term_red,bucket
F19_12.0,-0.11404321641599753,3.3000000000000043,33,False,True,4.609552290274141e-05,0.06562084327273077,0.00448,1.0,0.0734098002239989,2.3047761451370705e-05,0.013124168654546154,0.000896,0.1,"[2.0, 10.0)"
F18_10.1,-0.9429563222135238,16.6,166,False,True,1.7957889359005206,0.22082927131631727,0.00448,0.0,13.005662219047736,0.8978944679502603,0.04416585426326346,0.000896,0.0,"[10.0, 45.1)"
F19_3.0,-0.2522266468253332,1.1000000000000014,11,False,True,1.4805131720306466e-05,0.756616221297365,0.00448,1.0,0.12196039895979993,7.402565860153233e-06,0.15132324425947302,0.000896,0.1,"[0.5, 2.0)"
F19_18.3,-0.1914270291019552,7.899999999999999,79,False,True,0.011846828800941393,0.4230380735074225,0.00448,1.0,1.0393413199599308,0.005923414400470697,0.08460761470148451,0.000896,0.1,"[2.0, 10.0)"
F18_16.0,-0.1348323647647966,18.6,186,False,True,0.04977910238334828,0.04523406786561232,0.00448,1.0,0.08067650771681656,0.02488955119167414,0.009046813573122465,0.000896,0.1,"[10.0, 45.1)"
F18_16.0,-0.25916461510310973,0.29999999999999716,3,False,True,9.005519971220082e-08,0.7913428503775491,0.00448,1.0,0.0029496197757907794,4.502759985610041e-08,0.15826857007550985,0.000896,0.1,"[0.1, 0.5)"
F18_1.2,-0.2987381819562691,1.7000000000000028,17,False,True,0.01308534973568989,0.9564975354421207,0.00448,1.0,1.176466349345901,0.006542674867844945,0.19129950708842414,0.000896,0.1,"[0.5, 2.0)"
F19_16.1,-0.17360786852313032,4.200000000000003,42,False,True,0.1618708041668338,0.458882332198567,0.00448,0.0,4.727981806569091,0.0809354020834169,0.0917764664397134,0.000896,0.0,"[2.0, 10.0)"
F19_18.3,-0.18393287105239292,1.2999999999999972,13,False,True,9.16150387225329e-06,0.4151614515022839,0.00448,1.0,0.06370502428035252,4.580751936126645e-06,0.08303229030045678,0.000896,0.1,"[0.5, 2.0)"
F18_4.1,-0.20110815267998589,3.8999999999999986,39,False,True,0.1484377888726375,0.6299662912183357,0.00448,0.0,4.359485801646669,0.07421889443631875,0.12599325824366714,0.000896,0.0,"[2.0, 10.0)"
F19_14.0,-0.5563892922440864,5.100000000000001,51,False,True,1.0154059044543449,0.2389517000845696,0.00448,0.0,26.02947694377366,0.5077029522271724,0.04779034001691392,0.000896,0.0,"[2.0, 10.0)"
F19_16.0,-0.5789494580614027,6.399999999999999,64,False,True,0.8555287604627524,0.7469653891501327,0.00896,0.0,7.868992418912745,0.4277643802313762,0.14939307783002653,0.001792,0.0,"[2.0, 10.0)"
F19_16.1,-0.12606777600520894,0.19999999999999574,2,False,True,3.5209961831380027e-07,0.12137799977699888,0.00896,1.0,0.020205509336392424,1.7604980915690013e-07,0.02427559995539978,0.001792,0.1,"[0.1, 0.5)"
F19_18.3,-0.26469734488724694,0.19999999999999574,2,False,True,1.0146948785140044e-08,0.8190066990688627,0.00448,1.0,0.00422828877435677,5.073474392570022e-09,0.16380133981377254,0.000896,0.1,"[0.1, 0.5)"
F18_4.1,-0.14249187631249932,0.19999999999999574,2,False,True,5.366233923315742e-07,0.20797804000401568,0.00448,1.0,0.02749118101746717,2.683116961657871e-07,0.04159560800080314,0.000896,0.1,"[0.1, 0.5)"
F19_16.0,-0.2423922077649532,0.20000000000000284,2,False,True,2.2254874817722296e-07,0.7074804824528956,0.00448,1.0,0.016573503004565282,1.1127437408861148e-07,0.14149609649057912,0.000896,0.1,"[0.1, 0.5)"
F19_14.0,-0.2504913767719456,0.4000000000000057,4,False,True,2.664622072150018e-08,0.7479768172441761,0.00448,1.0,0.005230524575836171,1.332311036075009e-08,0.14959536344883523,0.000896,0.1,"[0.1, 0.5)"
F18_16.0,-0.10693036719795276,1.5,15,False,True,1.504057499754099e-05,0.0301342345522699,0.00448,1.0,0.06533295026019914,7.520287498770495e-06,0.00602684691045398,0.000896,0.1,"[0.5, 2.0)"
