scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,AoI_violation_rate
A,Nam2023b,3,10,3.0,5,46,0.198337
A,Nam2023b,3,10,3.0,5,47,0.1981
A,Nam2023b,3,10,3.0,5,48,0.197565
A,Nam2023b,3,10,3.0,5,49,0.197787
A,Nam2023b,3,10,3.0,5,50,0.198482
A,Nam2023b,3,10,3.0,5,51,0.197833
A,Nam2025,3,10,3.0,5,42,0.03413
A,Nam2025,3,10,3.0,5,43,0.0342
A,Nam2025,3,10,3.0,5,44,0.034256
A,Nam2025,3,10,3.0,5,45,0.034244
A,Nam2025,3,10,3.0,5,46,0.034353
A,Nam2025,3,10,3.0,5,47,0.034379
A,Nam2025,3,10,3.0,5,48,0.034485
A,Nam2025,3,10,3.0,5,49,0.034271
A,Nam2025,3,10,3.0,5,50,0.033954
A,Nam2025,3,10,3.0,5,51,0.034086
A,Youn2026,3,10,3.0,5,42,0.03413
A,Youn2026,3,10,3.0,5,43,0.0342
A,Youn2026,3,10,3.0,5,44,0.034256
A,Youn2026,3,10,3.0,5,45,0.034244
A,Youn2026,3,10,3.0,5,46,0.034353
A,Youn2026,3,10,3.0,5,47,0.034379
A,Youn2026,3,10,3.0,5,48,0.034485
A,Youn2026,3,10,3.0,5,49,0.034271
A,Youn2026,3,10,3.0,5,50,0.033954
A,Youn2026,3,10,3.0,5,51,0.034086
A,V2I-Base,3,10,3.0,5,42,0.03413
A,V2I-Base,3,10,3.0,5,43,0.0342
A,V2I-Base,3,10,3.0,5,44,0.034256
A,V2I-Base,3,10,3.0,5,45,0.034244
A,V2I-Base,3,10,3.0,5,46,0.034353
A,V2I-Base,3,10,3.0,5,47,0.034379
A,V2I-Base,3,10,3.0,5,48,0.034485
A,V2I-Base,3,10,3.0,5,49,0.034271
A,V2I-Base,3,10,3.0,5,50,0.033954
A,V2I-Base,3,10,3.0,5,51,0.034086
A,V2V-Base,3,10,3.0,5,42,6e-06
A,V2V-Base,3,10,3.0,5,43,1e-05
A,V2V-Base,3,10,3.0,5,44,1.3e-05
A,V2V-Base,3,10,3.0,5,45,1.2e-05
A,V2V-Base,3,10,3.0,5,46,1.5e-05
A,V2V-Base,3,10,3.0,5,47,1.4e-05
A,V2V-Base,3,10,3.0,5,48,1.4e-05
A,V2V-Base,3,10,3.0,5,49,2e-05
A,V2V-Base,3,10,3.0,5,50,1e-05
A,V2V-Base,3,10,3.0,5,51,1e-05
A,Random-K,3,10,3.0,5,42,0.000295
A,Random-K,3,10,3.0,5,43,0.000249
A,Random-K,3,10,3.0,5,44,0.00031
A,Random-K,3,10,3.0,5,45,0.000279
A,Random-K,3,10,3.0,5,46,0.000352
A,Random-K,3,10,3.0,5,47,0.000265
A,Random-K,3,10,3.0,5,48,0.000295
A,Random-K,3,10,3.0,5,49,0.00024
A,Random-K,3,10,3.0,5,50,0.000314
A,Random-K,3,10,3.0,5,51,0.000261
A,RILP,3,20,0.0,5,42,0.03413
A,RILP,3,20,0.0,5,43,0.0342
A,RILP,3,20,0.0,5,44,0.034256
A,RILP,3,20,0.0,5,45,0.034244
A,RILP,3,20,0.0,5,46,0.034353
A,RILP,3,20,0.0,5,47,0.034379
A,RILP,3,20,0.0,5,48,0.034485
A,RILP,3,20,0.0,5,49,0.034271
A,RILP,3,20,0.0,5,50,0.033954
A,RILP,3,20,0.0,5,51,0.034086
A,RILP-Greedy,3,20,0.0,5,42,0.03413
A,RILP-Greedy,3,20,0.0,5,43,0.0342
A,RILP-Greedy,3,20,0.0,5,44,0.034256
A,RILP-Greedy,3,20,0.0,5,45,0.034244
A,RILP-Greedy,3,20,0.0,5,46,0.034353
A,RILP-Greedy,3,20,0.0,5,47,0.034379
A,RILP-Greedy,3,20,0.0,5,48,0.034485
A,RILP-Greedy,3,20,0.0,5,49,0.034271
A,RILP-Greedy,3,20,0.0,5,50,0.033954
A,RILP-Greedy,3,20,0.0,5,51,0.034086
A,Nam2023b,3,20,0.0,5,42,0.198305
A,Nam2023b,3,20,0.0,5,43,0.197891
A,Nam2023b,3,20,0.0,5,44,0.197752
A,Nam2023b,3,20,0.0,5,45,0.19774
A,Nam2023b,3,20,0.0,5,46,0.198337
A,Nam2023b,3,20,0.0,5,47,0.1981
A,Nam2023b,3,20,0.0,5,48,0.197565
A,Nam2023b,3,20,0.0,5,49,0.197787
A,Nam2023b,3,20,0.0,5,50,0.198482
A,Nam2023b,3,20,0.0,5,51,0.197833
A,Nam2025,3,20,0.0,5,42,0.03413
A,Nam2025,3,20,0.0,5,43,0.0342
A,Nam2025,3,20,0.0,5,44,0.034256
A,Nam2025,3,20,0.0,5,45,0.034244
A,Nam2025,3,20,0.0,5,46,0.034353
A,Nam2025,3,20,0.0,5,47,0.034379
A,Nam2025,3,20,0.0,5,48,0.034485
A,Nam2025,3,20,0.0,5,49,0.034271
A,Nam2025,3,20,0.0,5,50,0.033954
A,Nam2025,3,20,0.0,5,51,0.034086
A,Youn2026,3,20,0.0,5,42,0.03413
A,Youn2026,3,20,0.0,5,43,0.0342
A,Youn2026,3,20,0.0,5,44,0.034256
A,Youn2026,3,20,0.0,5,45,0.034244
A,Youn2026,3,20,0.0,5,46,0.034353
A,Youn2026,3,20,0.0,5,47,0.034379
A,Youn2026,3,20,0.0,5,48,0.034485
A,Youn2026,3,20,0.0,5,49,0.034271
A,Youn2026,3,20,0.0,5,50,0.033954
A,Youn2026,3,20,0.0,5,51,0.034086
A,V2I-Base,3,20,0.0,5,42,0.03413
A,V2I-Base,3,20,0.0,5,43,0.0342
A,V2I-Base,3,20,0.0,5,44,0.034256
A,V2I-Base,3,20,0.0,5,45,0.034244
A,V2I-Base,3,20,0.0,5,46,0.034353
A,V2I-Base,3,20,0.0,5,47,0.034379
A,V2I-Base,3,20,0.0,5,48,0.034485
A,V2I-Base,3,20,0.0,5,49,0.034271
A,V2I-Base,3,20,0.0,5,50,0.033954
A,V2I-Base,3,20,0.0,5,51,0.034086
A,V2V-Base,3,20,0.0,5,42,6e-06
A,V2V-Base,3,20,0.0,5,43,1e-05
A,V2V-Base,3,20,0.0,5,44,1.3e-05
A,V2V-Base,3,20,0.0,5,45,1.2e-05
A,V2V-Base,3,20,0.0,5,46,1.5e-05
A,V2V-Base,3,20,0.0,5,47,1.4e-05
A,V2V-Base,3,20,0.0,5,48,1.4e-05
A,V2V-Base,3,20,0.0,5,49,2e-05
A,V2V-Base,3,20,0.0,5,50,1e-05
A,V2V-Base,3,20,0.0,5,51,1e-05
A,Random-K,3,20,0.0,5,42,0.000295
A,Random-K,3,20,0.0,5,43,0.000249
A,Random-K,3,20,0.0,5,44,0.00031
A,Random-K,3,20,0.0,5,45,0.000279
A,Random-K,3,20,0.0,5,46,0.000352
A,Random-K,3,20,0.0,5,47,0.000265
A,Random-K,3,20,0.0,5,48,0.000295
A,Random-K,3,20,0.0,5,49,0.00024
A,Random-K,3,20,0.0,5,50,0.000314
A,Random-K,3,20,0.0,5,51,0.000261
A,RILP,3,20,1.0,5,42,0.03413
A,RILP,3,20,1.0,5,43,0.0342
A,RILP,3,20,1.0,5,44,0.034256
A,RILP,3,20,1.0,5,45,0.034244
A,RILP,3,20,1.0,5,46,0.034353
A,RILP,3,20,1.0,5,47,0.034379
A,RILP,3,20,1.0,5,48,0.034485
A,RILP,3,20,1.0,5,49,0.034271
A,RILP,3,20,1.0,5,50,0.033954
A,RILP,3,20,1.0,5,51,0.034086
A,RILP-Greedy,3,20,1.0,5,42,0.03413
A,RILP-Greedy,3,20,1.0,5,43,0.0342
A,RILP-Greedy,3,20,1.0,5,44,0.034256
A,RILP-Greedy,3,20,1.0,5,45,0.034244
A,RILP-Greedy,3,20,1.0,5,46,0.034353
A,RILP-Greedy,3,20,1.0,5,47,0.034379
A,RILP-Greedy,3,20,1.0,5,48,0.034485
A,RILP-Greedy,3,20,1.0,5,49,0.034271
A,RILP-Greedy,3,20,1.0,5,50,0.033954
A,RILP-Greedy,3,20,1.0,5,51,0.034086
A,Nam2023b,3,20,1.0,5,42,0.198305
A,Nam2023b,3,20,1.0,5,43,0.197891
A,Nam2023b,3,20,1.0,5,44,0.197752
A,Nam2023b,3,20,1.0,5,45,0.19774
A,Nam2023b,3,20,1.0,5,46,0.198337
A,Nam2023b,3,20,1.0,5,47,0.1981
A,Nam2023b,3,20,1.0,5,48,0.197565
A,Nam2023b,3,20,1.0,5,49,0.197787
A,Nam2023b,3,20,1.0,5,50,0.198482
A,Nam2023b,3,20,1.0,5,51,0.197833
A,Nam2025,3,20,1.0,5,42,0.03413
A,Nam2025,3,20,1.0,5,43,0.0342
A,Nam2025,3,20,1.0,5,44,0.034256
A,Nam2025,3,20,1.0,5,45,0.034244
A,Nam2025,3,20,1.0,5,46,0.034353
A,Nam2025,3,20,1.0,5,47,0.034379
A,Nam2025,3,20,1.0,5,48,0.034485
A,Nam2025,3,20,1.0,5,49,0.034271
A,Nam2025,3,20,1.0,5,50,0.033954
A,Nam2025,3,20,1.0,5,51,0.034086
A,Youn2026,3,20,1.0,5,42,0.03413
A,Youn2026,3,20,1.0,5,43,0.0342
A,Youn2026,3,20,1.0,5,44,0.034256
A,Youn2026,3,20,1.0,5,45,0.034244
A,Youn2026,3,20,1.0,5,46,0.034353
A,Youn2026,3,20,1.0,5,47,0.034379
A,Youn2026,3,20,1.0,5,48,0.034485
A,Youn2026,3,20,1.0,5,49,0.034271
A,Youn2026,3,20,1.0,5,50,0.033954
A,Youn2026,3,20,1.0,5,51,0.034086
A,V2I-Base,3,20,1.0,5,42,0.03413
A,V2I-Base,3,20,1.0,5,43,0.0342
A,V2I-Base,3,20,1.0,5,44,0.034256
A,V2I-Base,3,20,1.0,5,45,0.034244
A,V2I-Base,3,20,1.0,5,46,0.034353
A,V2I-Base,3,20,1.0,5,47,0.034379
A,V2I-Base,3,20,1.0,5,48,0.034485
A,V2I-Base,3,20,1.0,5,49,0.034271
A,V2I-Base,3,20,1.0,5,50,0.033954
A,V2I-Base,3,20,1.0,5,51,0.034086
A,V2V-Base,3,20,1.0,5,42,6e-06
A,V2V-Base,3,20,1.0,5,43,1e-05
A,V2V-Base,3,20,1.0,5,44,1.3e-05
A,V2V-Base,3,20,1.0,5,45,1.2e-05
A,V2V-Base,3,20,1.0,5,46,1.5e-05
A,V2V-Base,3,20,1.0,5,47,1.4e-05
A,V2V-Base,3,20,1.0,5,48,1.4e-05
A,V2V-Base,3,20,1.0,5,49,2e-05
A,V2V-Base,3,20,1.0,5,50,1e-05
A,V2V-Base,3,20,1.0,5,51,1e-05
A,Random-K,3,20,1.0,5,42,0.000295
A,Random-K,3,20,1.0,5,43,0.000249
A,Random-K,3,20,1.0,5,44,0.00031
A,Random-K,3,20,1.0,5,45,0.000279
A,Random-K,3,20,1.0,5,46,0.000352
A,Random-K,3,20,1.0,5,47,0.000265
A,Random-K,3,20,1.0,5,48,0.000295
A,Random-K,3,20,1.0,5,49,0.00024
A,Random-K,3,20,1.0,5,50,0.000314
A,Random-K,3,20,1.0,5,51,0.000261
A,RILP,3,20,2.0,5,42,0.03413
A,RILP,3,20,2.0,5,43,0.0342
A,RILP,3,20,2.0,5,44,0.034256
A,RILP,3,20,2.0,5,45,0.034244
A,RILP,3,20,2.0,5,46,0.034353
A,RILP,3,20,2.0,5,47,0.034379
A,RILP,3,20,2.0,5,48,0.034485
A,RILP,3,20,2.0,5,49,0.034271
A,RILP,3,20,2.0,5,50,0.033954
A,RILP,3,20,2.0,5,51,0.034086
A,RILP-Greedy,3,20,2.0,5,42,0.03413
A,RILP-Greedy,3,20,2.0,5,43,0.0342
A,RILP-Greedy,3,20,2.0,5,44,0.034256
A,RILP-Greedy,3,20,2.0,5,45,0.034244
A,RILP-Greedy,3,20,2.0,5,46,0.034353
A,RILP-Greedy,3,20,2.0,5,47,0.034379
A,RILP-Greedy,3,20,2.0,5,48,0.034485
A,RILP-Greedy,3,20,2.0,5,49,0.034271
A,RILP-Greedy,3,20,2.0,5,50,0.033954
A,RILP-Greedy,3,20,2.0,5,51,0.034086
A,Nam2023b,3,20,2.0,5,42,0.198305
A,Nam2023b,3,20,2.0,5,43,0.197891
A,Nam2023b,3,20,2.0,5,44,0.197752
A,Nam2023b,3,20,2.0,5,45,0.19774
A,Nam2023b,3,20,2.0,5,46,0.198337
A,Nam2023b,3,20,2.0,5,47,0.1981
A,Nam2023b,3,20,2.0,5,48,0.197565
A,Nam2023b,3,20,2.0,5,49,0.197787
A,Nam2023b,3,20,2.0,5,50,0.198482
A,Nam2023b,3,20,2.0,5,51,0.197833
A,Nam2025,3,20,2.0,5,42,0.03413
A,Nam2025,3,20,2.0,5,43,0.0342
A,Nam2025,3,20,2.0,5,44,0.034256
A,Nam2025,3,20,2.0,5,45,0.034244
A,Nam2025,3,20,2.0,5,46,0.034353
A,Nam2025,3,20,2.0,5,47,0.034379
A,Nam2025,3,20,2.0,5,48,0.034485
A,Nam2025,3,20,2.0,5,49,0.034271
A,Nam2025,3,20,2.0,5,50,0.033954
A,Nam2025,3,20,2.0,5,51,0.034086
A,Youn2026,3,20,2.0,5,42,0.03413
A,Youn2026,3,20,2.0,5,43,0.0342
A,Youn2026,3,20,2.0,5,44,0.034256
A,Youn2026,3,20,2.0,5,45,0.034244
A,Youn2026,3,20,2.0,5,46,0.034353
A,Youn2026,3,20,2.0,5,47,0.034379
A,Youn2026,3,20,2.0,5,48,0.034485
A,Youn2026,3,20,2.0,5,49,0.034271
A,Youn2026,3,20,2.0,5,50,0.033954
A,Youn2026,3,20,2.0,5,51,0.034086
A,V2I-Base,3,20,2.0,5,42,0.03413
A,V2I-Base,3,20,2.0,5,43,0.0342
A,V2I-Base,3,20,2.0,5,44,0.034256
A,V2I-Base,3,20,2.0,5,45,0.034244
A,V2I-Base,3,20,2.0,5,46,0.034353
A,V2I-Base,3,20,2.0,5,47,0.034379
A,V2I-Base,3,20,2.0,5,48,0.034485
A,V2I-Base,3,20,2.0,5,49,0.034271
A,V2I-Base,3,20,2.0,5,50,0.033954
A,V2I-Base,3,20,2.0,5,51,0.034086
A,V2V-Base,3,20,2.0,5,42,6e-06
A,V2V-Base,3,20,2.0,5,43,1e-05
A,V2V-Base,3,20,2.0,5,44,1.3e-05
A,V2V-Base,3,20,2.0,5,45,1.2e-05
A,V2V-Base,3,20,2.0,5,46,1.5e-05
A,V2V-Base,3,20,2.0,5,47,1.4e-05
A,V2V-Base,3,20,2.0,5,48,1.4e-05
A,V2V-Base,3,20,2.0,5,49,2e-05
A,V2V-Base,3,20,2.0,5,50,1e-05
A,V2V-Base,3,20,2.0,5,51,1e-05
A,Random-K,3,20,2.0,5,42,0.000295
A,Random-K,3,20,2.0,5,43,0.000249
A,Random-K,3,20,2.0,5,44,0.00031
A,Random-K,3,20,2.0,5,45,0.000279
A,Random-K,3,20,2.0,5,46,0.000352
A,Random-K,3,20,2.0,5,47,0.000265
A,Random-K,3,20,2.0,5,48,0.000295
A,Random-K,3,20,2.0,5,49,0.00024
A,Random-K,3,20,2.0,5,50,0.000314
A,Random-K,3,20,2.0,5,51,0.000261
A,RILP,3,20,3.0,5,42,0.03413
A,RILP,3,20,3.0,5,43,0.0342
A,RILP,3,20,3.0,5,44,0.034256
A,RILP,3,20,3.0,5,45,0.034244
A,RILP,3,20,3.0,5,46,0.034353
A,RILP,3,20,3.0,5,47,0.034379
A,RILP,3,20,3.0,5,48,0.034485
A,RILP,3,20,3.0,5,49,0.034271
A,RILP,3,20,3.0,5,50,0.033954
A,RILP,3,20,3.0,5,51,0.034086
A,RILP-Greedy,3,20,3.0,5,42,0.03413
A,RILP-Greedy,3,20,3.0,5,43,0.0342
A,RILP-Greedy,3,20,3.0,5,44,0.034256
A,RILP-Greedy,3,20,3.0,5,45,0.034244
A,RILP-Greedy,3,20,3.0,5,46,0.034353
A,RILP-Greedy,3,20,3.0,5,47,0.034379
A,RILP-Greedy,3,20,3.0,5,48,0.034485
A,RILP-Greedy,3,20,3.0,5,49,0.034271
A,RILP-Greedy,3,20,3.0,5,50,0.033954
A,RILP-Greedy,3,20,3.0,5,51,0.034086
A,Nam2023b,3,20,3.0,5,42,0.198305
A,Nam2023b,3,20,3.0,5,43,0.197891
A,Nam2023b,3,20,3.0,5,44,0.197752
A,Nam2023b,3,20,3.0,5,45,0.19774
A,Nam2023b,3,20,3.0,5,46,0.198337
A,Nam2023b,3,20,3.0,5,47,0.1981
A,Nam2023b,3,20,3.0,5,48,0.197565
A,Nam2023b,3,20,3.0,5,49,0.197787
A,Nam2023b,3,20,3.0,5,50,0.198482
A,Nam2023b,3,20,3.0,5,51,0.197833
A,Nam2025,3,20,3.0,5,42,0.03413
A,Nam2025,3,20,3.0,5,43,0.0342
A,Nam2025,3,20,3.0,5,44,0.034256
A,Nam2025,3,20,3.0,5,45,0.034244
A,Nam2025,3,20,3.0,5,46,0.034353
A,Nam2025,3,20,3.0,5,47,0.034379
A,Nam2025,3,20,3.0,5,48,0.034485
A,Nam2025,3,20,3.0,5,49,0.034271
A,Nam2025,3,20,3.0,5,50,0.033954
A,Nam2025,3,20,3.0,5,51,0.034086
A,Youn2026,3,20,3.0,5,42,0.03413
A,Youn2026,3,20,3.0,5,43,0.0342
A,Youn2026,3,20,3.0,5,44,0.034256
A,Youn2026,3,20,3.0,5,45,0.034244
A,Youn2026,3,20,3.0,5,46,0.034353
A,Youn2026,3,20,3.0,5,47,0.034379
A,Youn2026,3,20,3.0,5,48,0.034485
A,Youn2026,3,20,3.0,5,49,0.034271
A,Youn2026,3,20,3.0,5,50,0.033954
A,Youn2026,3,20,3.0,5,51,0.034086
A,V2I-Base,3,20,3.0,5,42,0.03413
A,V2I-Base,3,20,3.0,5,43,0.0342
A,V2I-Base,3,20,3.0,5,44,0.034256
A,V2I-Base,3,20,3.0,5,45,0.034244
A,V2I-Base,3,20,3.0,5,46,0.034353
A,V2I-Base,3,20,3.0,5,47,0.034379
A,V2I-Base,3,20,3.0,5,48,0.034485
A,V2I-Base,3,20,3.0,5,49,0.034271
A,V2I-Base,3,20,3.0,5,50,0.033954
A,V2I-Base,3,20,3.0,5,51,0.034086
A,V2V-Base,3,20,3.0,5,42,6e-06
A,V2V-Base,3,20,3.0,5,43,1e-05
A,V2V-Base,3,20,3.0,5,44,1.3e-05
A,V2V-Base,3,20,3.0,5,45,1.2e-05
A,V2V-Base,3,20,3.0,5,46,1.5e-05
A,V2V-Base,3,20,3.0,5,47,1.4e-05
A,V2V-Base,3,20,3.0,5,48,1.4e-05
A,V2V-Base,3,20,3.0,5,49,2e-05
A,V2V-Base,3,20,3.0,5,50,1e-05
A,V2V-Base,3,20,3.0,5,51,1e-05
A,Random-K,3,20,3.0,5,42,0.000295
A,Random-K,3,20,3.0,5,43,0.000249
A,Random-K,3,20,3.0,5,44,0.00031
A,Random-K,3,20,3.0,5,45,0.000279
A,Random-K,3,20,3.0,5,46,0.000352
A,Random-K,3,20,3.0,5,47,0.000265
A,Random-K,3,20,3.0,5,48,0.000295
A,Random-K,3,20,3.0,5,49,0.00024
A,Random-K,3,20,3.0,5,50,0.000314
A,Random-K,3,20,3.0,5,51,0.000261
A,RILP,3,30,0.0,5,42,0.03413
A,RILP,3,30,0.0,5,43,0.0342
A,RILP,3,30,0.0,5,44,0.034256
A,RILP,3,30,0.0,5,45,0.034244
A,RILP,3,30,0.0,5,46,0.034353
A,RILP,3,30,0.0,5,47,0.034379
A,RILP,3,30,0.0,5,48,0.034485
A,RILP,3,30,0.0,5,49,0.034271
A,RILP,3,30,0.0,5,50,0.033954
A,RILP,3,30,0.0,5,51,0.034086
A,RILP-Greedy,3,30,0.0,5,42,0.03413
A,RILP-Greedy,3,30,0.0,5,43,0.0342
A,RILP-Greedy,3,30,0.0,5,44,0.034256
A,RILP-Greedy,3,30,0.0,5,45,0.034244
A,RILP-Greedy,3,30,0.0,5,46,0.034353
A,RILP-Greedy,3,30,0.0,5,47,0.034379
A,RILP-Greedy,3,30,0.0,5,48,0.034485
A,RILP-Greedy,3,30,0.0,5,49,0.034271
A,RILP-Greedy,3,30,0.0,5,50,0.033954
A,RILP-Greedy,3,30,0.0,5,51,0.034086
A,Nam2023b,3,30,0.0,5,42,0.198305
A,Nam2023b,3,30,0.0,5,43,0.197891
A,Nam2023b,3,30,0.0,5,44,0.197752
A,Nam2023b,3,30,0.0,5,45,0.19774
A,Nam2023b,3,30,0.0,5,46,0.198337
A,Nam2023b,3,30,0.0,5,47,0.1981
A,Nam2023b,3,30,0.0,5,48,0.197565
A,Nam2023b,3,30,0.0,5,49,0.197787
A,Nam2023b,3,30,0.0,5,50,0.198482
A,Nam2023b,3,30,0.0,5,51,0.197833
A,Nam2025,3,30,0.0,5,42,0.03413
A,Nam2025,3,30,0.0,5,43,0.0342
A,Nam2025,3,30,0.0,5,44,0.034256
A,Nam2025,3,30,0.0,5,45,0.034244
A,Nam2025,3,30,0.0,5,46,0.034353
A,Nam2025,3,30,0.0,5,47,0.034379
A,Nam2025,3,30,0.0,5,48,0.034485
A,Nam2025,3,30,0.0,5,49,0.034271
A,Nam2025,3,30,0.0,5,50,0.033954
A,Nam2025,3,30,0.0,5,51,0.034086
A,Youn2026,3,30,0.0,5,42,0.03413
A,Youn2026,3,30,0.0,5,43,0.0342
A,Youn2026,3,30,0.0,5,44,0.034256
A,Youn2026,3,30,0.0,5,45,0.034244
A,Youn2026,3,30,0.0,5,46,0.034353
A,Youn2026,3,30,0.0,5,47,0.034379
A,Youn2026,3,30,0.0,5,48,0.034485
A,Youn2026,3,30,0.0,5,49,0.034271
A,Youn2026,3,30,0.0,5,50,0.033954
A,Youn2026,3,30,0.0,5,51,0.034086
A,V2I-Base,3,30,0.0,5,42,0.03413
A,V2I-Base,3,30,0.0,5,43,0.0342
A,V2I-Base,3,30,0.0,5,44,0.034256
A,V2I-Base,3,30,0.0,5,45,0.034244
A,V2I-Base,3,30,0.0,5,46,0.034353
A,V2I-Base,3,30,0.0,5,47,0.034379
A,V2I-Base,3,30,0.0,5,48,0.034485
A,V2I-Base,3,30,0.0,5,49,0.034271
A,V2I-Base,3,30,0.0,5,50,0.033954
A,V2I-Base,3,30,0.0,5,51,0.034086
A,V2V-Base,3,30,0.0,5,42,6e-06
A,V2V-Base,3,30,0.0,5,43,1e-05
A,V2V-Base,3,30,0.0,5,44,1.3e-05
A,V2V-Base,3,30,0.0,5,45,1.2e-05
A,V2V-Base,3,30,0.0,5,46,1.5e-05
A,V2V-Base,3,30,0.0,5,47,1.4e-05
A,V2V-Base,3,30,0.0,5,48,1.4e-05
A,V2V-Base,3,30,0.0,5,49,2e-05
A,V2V-Base,3,30,0.0,5,50,1e-05
A,V2V-Base,3,30,0.0,5,51,1e-05
A,Random-K,3,30,0.0,5,42,0.000295
A,Random-K,3,30,0.0,5,43,0.000249
A,Random-K,3,30,0.0,5,44,0.00031
A,Random-K,3,30,0.0,5,45,0.000279
A,Random-K,3,30,0.0,5,46,0.000352
A,Random-K,3,30,0.0,5,47,0.000265
A,Random-K,3,30,0.0,5,48,0.000295
A,Random-K,3,30,0.0,5,49,0.00024
A,Random-K,3,30,0.0,5,50,0.000314
A,Random-K,3,30,0.0,5,51,0.000261
A,RILP,3,30,1.0,5,42,0.03413
A,RILP,3,30,1.0,5,43,0.0342
A,RILP,3,30,1.0,5,44,0.034256
A,RILP,3,30,1.0,5,45,0.034244
A,RILP,3,30,1.0,5,46,0.034353
A,RILP,3,30,1.0,5,47,0.034379
A,RILP,3,30,1.0,5,48,0.034485
A,RILP,3,30,1.0,5,49,0.034271
A,RILP,3,30,1.0,5,50,0.033954
A,RILP,3,30,1.0,5,51,0.034086
A,RILP-Greedy,3,30,1.0,5,42,0.03413
A,RILP-Greedy,3,30,1.0,5,43,0.0342
A,RILP-Greedy,3,30,1.0,5,44,0.034256
A,RILP-Greedy,3,30,1.0,5,45,0.034244
A,RILP-Greedy,3,30,1.0,5,46,0.034353
A,RILP-Greedy,3,30,1.0,5,47,0.034379
A,RILP-Greedy,3,30,1.0,5,48,0.034485
A,RILP-Greedy,3,30,1.0,5,49,0.034271
A,RILP-Greedy,3,30,1.0,5,50,0.033954
A,RILP-Greedy,3,30,1.0,5,51,0.034086
A,Nam2023b,3,30,1.0,5,42,0.198305
A,Nam2023b,3,30,1.0,5,43,0.197891
A,Nam2023b,3,30,1.0,5,44,0.197752
A,Nam2023b,3,30,1.0,5,45,0.19774
A,Nam2023b,3,30,1.0,5,46,0.198337
A,Nam2023b,3,30,1.0,5,47,0.1981
A,Nam2023b,3,30,1.0,5,48,0.197565
A,Nam2023b,3,30,1.0,5,49,0.197787
A,Nam2023b,3,30,1.0,5,50,0.198482
A,Nam2023b,3,30,1.0,5,51,0.197833
A,Nam2025,3,30,1.0,5,42,0.03413
A,Nam2025,3,30,1.0,5,43,0.0342
A,Nam2025,3,30,1.0,5,44,0.034256
A,Nam2025,3,30,1.0,5,45,0.034244
A,Nam2025,3,30,1.0,5,46,0.034353
A,Nam2025,3,30,1.0,5,47,0.034379
A,Nam2025,3,30,1.0,5,48,0.034485
A,Nam2025,3,30,1.0,5,49,0.034271
A,Nam2025,3,30,1.0,5,50,0.033954
A,Nam2025,3,30,1.0,5,51,0.034086
A,Youn2026,3,30,1.0,5,42,0.03413
A,Youn2026,3,30,1.0,5,43,0.0342
A,Youn2026,3,30,1.0,5,44,0.034256
A,Youn2026,3,30,1.0,5,45,0.034244
A,Youn2026,3,30,1.0,5,46,0.034353
A,Youn2026,3,30,1.0,5,47,0.034379
A,Youn2026,3,30,1.0,5,48,0.034485
A,Youn2026,3,30,1.0,5,49,0.034271
A,Youn2026,3,30,1.0,5,50,0.033954
A,Youn2026,3,30,1.0,5,51,0.034086
A,V2I-Base,3,30,1.0,5,42,0.03413
A,V2I-Base,3,30,1.0,5,43,0.0342
A,V2I-Base,3,30,1.0,5,44,0.034256
A,V2I-Base,3,30,1.0,5,45,0.034244
A,V2I-Base,3,30,1.0,5,46,0.034353
A,V2I-Base,3,30,1.0,5,47,0.034379
A,V2I-Base,3,30,1.0,5,48,0.034485
A,V2I-Base,3,30,1.0,5,49,0.034271
A,V2I-Base,3,30,1.0,5,50,0.033954
A,V2I-Base,3,30,1.0,5,51,0.034086
A,V2V-Base,3,30,1.0,5,42,6e-06
A,V2V-Base,3,30,1.0,5,43,1e-05
A,V2V-Base,3,30,1.0,5,44,1.3e-05
A,V2V-Base,3,30,1.0,5,45,1.2e-05
A,V2V-Base,3,30,1.0,5,46,1.5e-05
A,V2V-Base,3,30,1.0,5,47,1.4e-05
A,V2V-Base,3,30,1.0,5,48,1.4e-05
A,V2V-Base,3,30,1.0,5,49,2e-05
A,V2V-Base,3,30,1.0,5,50,1e-05
A,V2V-Base,3,30,1.0,5,51,1e-05
A,Random-K,3,30,1.0,5,42,0.000295
A,Random-K,3,30,1.0,5,43,0.000249
A,Random-K,3,30,1.0,5,44,0.00031
A,Random-K,3,30,1.0,5,45,0.000279
A,Random-K,3,30,1.0,5,46,0.000352
A,Random-K,3,30,1.0,5,47,0.000265
A,Random-K,3,30,1.0,5,48,0.000295
A,Random-K,3,30,1.0,5,49,0.00024
A,Random-K,3,30,1.0,5,50,0.000314
A,Random-K,3,30,1.0,5,51,0.000261
A,RILP,3,30,2.0,5,42,0.03413
A,RILP,3,30,2.0,5,43,0.0342
A,RILP,3,30,2.0,5,44,0.034256
A,RILP,3,30,2.0,5,45,0.034244
A,RILP,3,30,2.0,5,46,0.034353
A,RILP,3,30,2.0,5,47,0.034379
A,RILP,3,30,2.0,5,48,0.034485
A,RILP,3,30,2.0,5,49,0.034271
A,RILP,3,30,2.0,5,50,0.033954
A,RILP,3,30,2.0,5,51,0.034086
A,RILP-Greedy,3,30,2.0,5,42,0.03413
A,RILP-Greedy,3,30,2.0,5,43,0.0342
