scenario,algorithm,density,pred_error_pct,gamma,tau_max,seed,CDSR
A,Nam2025,3,20,0.0,5,45,0.004705
A,Nam2025,3,20,0.0,5,46,0.004757
A,Nam2025,3,20,0.0,5,47,0.004787
A,Nam2025,3,20,0.0,5,48,0.004718
A,Nam2025,3,20,0.0,5,49,0.004706
A,Nam2025,3,20,0.0,5,50,0.004709
A,Nam2025,3,20,0.0,5,51,0.004713
A,Youn2026,3,20,0.0,5,42,0.004807
A,Youn2026,3,20,0.0,5,43,0.004752
A,Youn2026,3,20,0.0,5,44,0.00475
A,Youn2026,3,20,0.0,5,45,0.004705
A,Youn2026,3,20,0.0,5,46,0.004757
A,Youn2026,3,20,0.0,5,47,0.004787
A,Youn2026,3,20,0.0,5,48,0.004718
A,Youn2026,3,20,0.0,5,49,0.004706
A,Youn2026,3,20,0.0,5,50,0.004709
A,Youn2026,3,20,0.0,5,51,0.004713
A,V2I-Base,3,20,0.0,5,42,0.004807
A,V2I-Base,3,20,0.0,5,43,0.004752
A,V2I-Base,3,20,0.0,5,44,0.00475
A,V2I-Base,3,20,0.0,5,45,0.004705
A,V2I-Base,3,20,0.0,5,46,0.004757
A,V2I-Base,3,20,0.0,5,47,0.004787
A,V2I-Base,3,20,0.0,5,48,0.004718
A,V2I-Base,3,20,0.0,5,49,0.004706
A,V2I-Base,3,20,0.0,5,50,0.004709
A,V2I-Base,3,20,0.0,5,51,0.004713
A,V2V-Base,3,20,0.0,5,42,0.691449
A,V2V-Base,3,20,0.0,5,43,0.691557
A,V2V-Base,3,20,0.0,5,44,0.691797
A,V2V-Base,3,20,0.0,5,45,0.692022
A,V2V-Base,3,20,0.0,5,46,0.691723
A,V2V-Base,3,20,0.0,5,47,0.691846
A,V2V-Base,3,20,0.0,5,48,0.691696
A,V2V-Base,3,20,0.0,5,49,0.691627
A,V2V-Base,3,20,0.0,5,50,0.691279
A,V2V-Base,3,20,0.0,5,51,0.691737
A,Random-K,3,20,0.0,5,42,0.899049
A,Random-K,3,20,0.0,5,43,0.899219
A,Random-K,3,20,0.0,5,44,0.89922
A,Random-K,3,20,0.0,5,45,0.899246
A,Random-K,3,20,0.0,5,46,0.899084
A,Random-K,3,20,0.0,5,47,0.899338
A,Random-K,3,20,0.0,5,48,0.898783
A,Random-K,3,20,0.0,5,49,0.899213
A,Random-K,3,20,0.0,5,50,0.898918
A,Random-K,3,20,0.0,5,51,0.898866
A,RILP,3,20,1.0,5,42,0.004807
A,RILP,3,20,1.0,5,43,0.004752
A,RILP,3,20,1.0,5,44,0.00475
A,RILP,3,20,1.0,5,45,0.004705
A,RILP,3,20,1.0,5,46,0.004757
A,RILP,3,20,1.0,5,47,0.004787
A,RILP,3,20,1.0,5,48,0.004718
A,RILP,3,20,1.0,5,49,0.004706
A,RILP,3,20,1.0,5,50,0.004709
A,RILP,3,20,1.0,5,51,0.004713
A,RILP-Greedy,3,20,1.0,5,42,0.004807
A,RILP-Greedy,3,20,1.0,5,43,0.004752
A,RILP-Greedy,3,20,1.0,5,44,0.00475
A,RILP-Greedy,3,20,1.0,5,45,0.004705
A,RILP-Greedy,3,20,1.0,5,46,0.004757
A,RILP-Greedy,3,20,1.0,5,47,0.004787
A,RILP-Greedy,3,20,1.0,5,48,0.004718
A,RILP-Greedy,3,20,1.0,5,49,0.004706
A,RILP-Greedy,3,20,1.0,5,50,0.004709
A,RILP-Greedy,3,20,1.0,5,51,0.004713
A,Nam2023b,3,20,1.0,5,42,0.003137
A,Nam2023b,3,20,1.0,5,43,0.003141
A,Nam2023b,3,20,1.0,5,44,0.003194
A,Nam2023b,3,20,1.0,5,45,0.003106
A,Nam2023b,3,20,1.0,5,46,0.003136
A,Nam2023b,3,20,1.0,5,47,0.003199
A,Nam2023b,3,20,1.0,5,48,0.00316
A,Nam2023b,3,20,1.0,5,49,0.00314
A,Nam2023b,3,20,1.0,5,50,0.003105
A,Nam2023b,3,20,1.0,5,51,0.003147
A,Nam2025,3,20,1.0,5,42,0.004807
A,Nam2025,3,20,1.0,5,43,0.004752
A,Nam2025,3,20,1.0,5,44,0.00475
A,Nam2025,3,20,1.0,5,45,0.004705
A,Nam2025,3,20,1.0,5,46,0.004757
A,Nam2025,3,20,1.0,5,47,0.004787
A,Nam2025,3,20,1.0,5,48,0.004718
A,Nam2025,3,20,1.0,5,49,0.004706
A,Nam2025,3,20,1.0,5,50,0.004709
A,Nam2025,3,20,1.0,5,51,0.004713
A,Youn2026,3,20,1.0,5,42,0.004807
A,Youn2026,3,20,1.0,5,43,0.004752
A,Youn2026,3,20,1.0,5,44,0.00475
A,Youn2026,3,20,1.0,5,45,0.004705
A,Youn2026,3,20,1.0,5,46,0.004757
A,Youn2026,3,20,1.0,5,47,0.004787
A,Youn2026,3,20,1.0,5,48,0.004718
A,Youn2026,3,20,1.0,5,49,0.004706
A,Youn2026,3,20,1.0,5,50,0.004709
A,Youn2026,3,20,1.0,5,51,0.004713
A,V2I-Base,3,20,1.0,5,42,0.004807
A,V2I-Base,3,20,1.0,5,43,0.004752
A,V2I-Base,3,20,1.0,5,44,0.00475
A,V2I-Base,3,20,1.0,5,45,0.004705
A,V2I-Base,3,20,1.0,5,46,0.004757
A,V2I-Base,3,20,1.0,5,47,0.004787
A,V2I-Base,3,20,1.0,5,48,0.004718
A,V2I-Base,3,20,1.0,5,49,0.004706
A,V2I-Base,3,20,1.0,5,50,0.004709
A,V2I-Base,3,20,1.0,5,51,0.004713
A,V2V-Base,3,20,1.0,5,42,0.691449
A,V2V-Base,3,20,1.0,5,43,0.691557
A,V2V-Base,3,20,1.0,5,44,0.691797
A,V2V-Base,3,20,1.0,5,45,0.692022
A,V2V-Base,3,20,1.0,5,46,0.691723
A,V2V-Base,3,20,1.0,5,47,0.691846
A,V2V-Base,3,20,1.0,5,48,0.691696
A,V2V-Base,3,20,1.0,5,49,0.691627
A,V2V-Base,3,20,1.0,5,50,0.691279
A,V2V-Base,3,20,1.0,5,51,0.691737
A,Random-K,3,20,1.0,5,42,0.899049
A,Random-K,3,20,1.0,5,43,0.899219
A,Random-K,3,20,1.0,5,44,0.89922
A,Random-K,3,20,1.0,5,45,0.899246
A,Random-K,3,20,1.0,5,46,0.899084
A,Random-K,3,20,1.0,5,47,0.899338
A,Random-K,3,20,1.0,5,48,0.898783
A,Random-K,3,20,1.0,5,49,0.899213
A,Random-K,3,20,1.0,5,50,0.898918
A,Random-K,3,20,1.0,5,51,0.898866
A,RILP,3,20,2.0,5,42,0.004807
A,RILP,3,20,2.0,5,43,0.004752
A,RILP,3,20,2.0,5,44,0.00475
A,RILP,3,20,2.0,5,45,0.004705
A,RILP,3,20,2.0,5,46,0.004757
A,RILP,3,20,2.0,5,47,0.004787
A,RILP,3,20,2.0,5,48,0.004718
A,RILP,3,20,2.0,5,49,0.004706
A,RILP,3,20,2.0,5,50,0.004709
A,RILP,3,20,2.0,5,51,0.004713
A,RILP-Greedy,3,20,2.0,5,42,0.004807
A,RILP-Greedy,3,20,2.0,5,43,0.004752
A,RILP-Greedy,3,20,2.0,5,44,0.00475
A,RILP-Greedy,3,20,2.0,5,45,0.004705
A,RILP-Greedy,3,20,2.0,5,46,0.004757
A,RILP-Greedy,3,20,2.0,5,47,0.004787
A,RILP-Greedy,3,20,2.0,5,48,0.004718
A,RILP-Greedy,3,20,2.0,5,49,0.004706
A,RILP-Greedy,3,20,2.0,5,50,0.004709
A,RILP-Greedy,3,20,2.0,5,51,0.004713
A,Nam2023b,3,20,2.0,5,42,0.003137
A,Nam2023b,3,20,2.0,5,43,0.003141
A,Nam2023b,3,20,2.0,5,44,0.003194
A,Nam2023b,3,20,2.0,5,45,0.003106
A,Nam2023b,3,20,2.0,5,46,0.003136
A,Nam2023b,3,20,2.0,5,47,0.003199
A,Nam2023b,3,20,2.0,5,48,0.00316
A,Nam2023b,3,20,2.0,5,49,0.00314
A,Nam2023b,3,20,2.0,5,50,0.003105
A,Nam2023b,3,20,2.0,5,51,0.003147
A,Nam2025,3,20,2.0,5,42,0.004807
A,Nam2025,3,20,2.0,5,43,0.004752
A,Nam2025,3,20,2.0,5,44,0.00475
A,Nam2025,3,20,2.0,5,45,0.004705
A,Nam2025,3,20,2.0,5,46,0.004757
A,Nam2025,3,20,2.0,5,47,0.004787
A,Nam2025,3,20,2.0,5,48,0.004718
A,Nam2025,3,20,2.0,5,49,0.004706
A,Nam2025,3,20,2.0,5,50,0.004709
A,Nam2025,3,20,2.0,5,51,0.004713
A,Youn2026,3,20,2.0,5,42,0.004807
A,Youn2026,3,20,2.0,5,43,0.004752
A,Youn2026,3,20,2.0,5,44,0.00475
A,Youn2026,3,20,2.0,5,45,0.004705
A,Youn2026,3,20,2.0,5,46,0.004757
A,Youn2026,3,20,2.0,5,47,0.004787
A,Youn2026,3,20,2.0,5,48,0.004718
A,Youn2026,3,20,2.0,5,49,0.004706
A,Youn2026,3,20,2.0,5,50,0.004709
A,Youn2026,3,20,2.0,5,51,0.004713
A,V2I-Base,3,20,2.0,5,42,0.004807
A,V2I-Base,3,20,2.0,5,43,0.004752
A,V2I-Base,3,20,2.0,5,44,0.00475
A,V2I-Base,3,20,2.0,5,45,0.004705
A,V2I-Base,3,20,2.0,5,46,0.004757
A,V2I-Base,3,20,2.0,5,47,0.004787
A,V2I-Base,3,20,2.0,5,48,0.004718
A,V2I-Base,3,20,2.0,5,49,0.004706
A,V2I-Base,3,20,2.0,5,50,0.004709
A,V2I-Base,3,20,2.0,5,51,0.004713
A,V2V-Base,3,20,2.0,5,42,0.691449
A,V2V-Base,3,20,2.0,5,43,0.691557
A,V2V-Base,3,20,2.0,5,44,0.691797
A,V2V-Base,3,20,2.0,5,45,0.692022
A,V2V-Base,3,20,2.0,5,46,0.691723
A,V2V-Base,3,20,2.0,5,47,0.691846
A,V2V-Base,3,20,2.0,5,48,0.691696
A,V2V-Base,3,20,2.0,5,49,0.691627
A,V2V-Base,3,20,2.0,5,50,0.691279
A,V2V-Base,3,20,2.0,5,51,0.691737
A,Random-K,3,20,2.0,5,42,0.899049
A,Random-K,3,20,2.0,5,43,0.899219
A,Random-K,3,20,2.0,5,44,0.89922
A,Random-K,3,20,2.0,5,45,0.899246
A,Random-K,3,20,2.0,5,46,0.899084
A,Random-K,3,20,2.0,5,47,0.899338
A,Random-K,3,20,2.0,5,48,0.898783
A,Random-K,3,20,2.0,5,49,0.899213
A,Random-K,3,20,2.0,5,50,0.898918
A,Random-K,3,20,2.0,5,51,0.898866
A,RILP,3,20,3.0,5,42,0.004807
A,RILP,3,20,3.0,5,43,0.004752
A,RILP,3,20,3.0,5,44,0.00475
A,RILP,3,20,3.0,5,45,0.004705
A,RILP,3,20,3.0,5,46,0.004757
A,RILP,3,20,3.0,5,47,0.004787
A,RILP,3,20,3.0,5,48,0.004718
A,RILP,3,20,3.0,5,49,0.004706
A,RILP,3,20,3.0,5,50,0.004709
A,RILP,3,20,3.0,5,51,0.004713
A,RILP-Greedy,3,20,3.0,5,42,0.004807
A,RILP-Greedy,3,20,3.0,5,43,0.004752
A,RILP-Greedy,3,20,3.0,5,44,0.00475
A,RILP-Greedy,3,20,3.0,5,45,0.004705
A,RILP-Greedy,3,20,3.0,5,46,0.004757
A,RILP-Greedy,3,20,3.0,5,47,0.004787
A,RILP-Greedy,3,20,3.0,5,48,0.004718
A,RILP-Greedy,3,20,3.0,5,49,0.004706
A,RILP-Greedy,3,20,3.0,5,50,0.004709
A,RILP-Greedy,3,20,3.0,5,51,0.004713
A,Nam2023b,3,20,3.0,5,42,0.003137
A,Nam2023b,3,20,3.0,5,43,0.003141
A,Nam2023b,3,20,3.0,5,44,0.003194
A,Nam2023b,3,20,3.0,5,45,0.003106
A,Nam2023b,3,20,3.0,5,46,0.003136
A,Nam2023b,3,20,3.0,5,47,0.003199
A,Nam2023b,3,20,3.0,5,48,0.00316
A,Nam2023b,3,20,3.0,5,49,0.00314
A,Nam2023b,3,20,3.0,5,50,0.003105
A,Nam2023b,3,20,3.0,5,51,0.003147
A,Nam2025,3,20,3.0,5,42,0.004807
A,Nam2025,3,20,3.0,5,43,0.004752
A,Nam2025,3,20,3.0,5,44,0.00475
A,Nam2025,3,20,3.0,5,45,0.004705
A,Nam2025,3,20,3.0,5,46,0.004757
A,Nam2025,3,20,3.0,5,47,0.004787
A,Nam2025,3,20,3.0,5,48,0.004718
A,Nam2025,3,20,3.0,5,49,0.004706
A,Nam2025,3,20,3.0,5,50,0.004709
A,Nam2025,3,20,3.0,5,51,0.004713
A,Youn2026,3,20,3.0,5,42,0.004807
A,Youn2026,3,20,3.0,5,43,0.004752
A,Youn2026,3,20,3.0,5,44,0.00475
A,Youn2026,3,20,3.0,5,45,0.004705
A,Youn2026,3,20,3.0,5,46,0.004757
A,Youn2026,3,20,3.0,5,47,0.004787
A,Youn2026,3,20,3.0,5,48,0.004718
A,Youn2026,3,20,3.0,5,49,0.004706
A,Youn2026,3,20,3.0,5,50,0.004709
A,Youn2026,3,20,3.0,5,51,0.004713
A,V2I-Base,3,20,3.0,5,42,0.004807
A,V2I-Base,3,20,3.0,5,43,0.004752
A,V2I-Base,3,20,3.0,5,44,0.00475
A,V2I-Base,3,20,3.0,5,45,0.004705
A,V2I-Base,3,20,3.0,5,46,0.004757
A,V2I-Base,3,20,3.0,5,47,0.004787
A,V2I-Base,3,20,3.0,5,48,0.004718
A,V2I-Base,3,20,3.0,5,49,0.004706
A,V2I-Base,3,20,3.0,5,50,0.004709
A,V2I-Base,3,20,3.0,5,51,0.004713
A,V2V-Base,3,20,3.0,5,42,0.691449
A,V2V-Base,3,20,3.0,5,43,0.691557
A,V2V-Base,3,20,3.0,5,44,0.691797
A,V2V-Base,3,20,3.0,5,45,0.692022
A,V2V-Base,3,20,3.0,5,46,0.691723
A,V2V-Base,3,20,3.0,5,47,0.691846
A,V2V-Base,3,20,3.0,5,48,0.691696
A,V2V-Base,3,20,3.0,5,49,0.691627
A,V2V-Base,3,20,3.0,5,50,0.691279
A,V2V-Base,3,20,3.0,5,51,0.691737
A,Random-K,3,20,3.0,5,42,0.899049
A,Random-K,3,20,3.0,5,43,0.899219
A,Random-K,3,20,3.0,5,44,0.89922
A,Random-K,3,20,3.0,5,45,0.899246
A,Random-K,3,20,3.0,5,46,0.899084
A,Random-K,3,20,3.0,5,47,0.899338
A,Random-K,3,20,3.0,5,48,0.898783
A,Random-K,3,20,3.0,5,49,0.899213
A,Random-K,3,20,3.0,5,50,0.898918
A,Random-K,3,20,3.0,5,51,0.898866
A,RILP,3,30,0.0,5,42,0.004807
A,RILP,3,30,0.0,5,43,0.004752
A,RILP,3,30,0.0,5,44,0.00475
A,RILP,3,30,0.0,5,45,0.004705
A,RILP,3,30,0.0,5,46,0.004757
A,RILP,3,30,0.0,5,47,0.004787
A,RILP,3,30,0.0,5,48,0.004718
A,RILP,3,30,0.0,5,49,0.004706
A,RILP,3,30,0.0,5,50,0.004709
A,RILP,3,30,0.0,5,51,0.004713
A,RILP-Greedy,3,30,0.0,5,42,0.004807
A,RILP-Greedy,3,30,0.0,5,43,0.004752
A,RILP-Greedy,3,30,0.0,5,44,0.00475
A,RILP-Greedy,3,30,0.0,5,45,0.004705
A,RILP-Greedy,3,30,0.0,5,46,0.004757
A,RILP-Greedy,3,30,0.0,5,47,0.004787
A,RILP-Greedy,3,30,0.0,5,48,0.004718
A,RILP-Greedy,3,30,0.0,5,49,0.004706
A,RILP-Greedy,3,30,0.0,5,50,0.004709
A,RILP-Greedy,3,30,0.0,5,51,0.004713
A,Nam2023b,3,30,0.0,5,42,0.003137
A,Nam2023b,3,30,0.0,5,43,0.003141
A,Nam2023b,3,30,0.0,5,44,0.003194
A,Nam2023b,3,30,0.0,5,45,0.003106
A,Nam2023b,3,30,0.0,5,46,0.003136
A,Nam2023b,3,30,0.0,5,47,0.003199
A,Nam2023b,3,30,0.0,5,48,0.00316
A,Nam2023b,3,30,0.0,5,49,0.00314
A,Nam2023b,3,30,0.0,5,50,0.003105
A,Nam2023b,3,30,0.0,5,51,0.003147
A,Nam2025,3,30,0.0,5,42,0.004807
A,Nam2025,3,30,0.0,5,43,0.004752
A,Nam2025,3,30,0.0,5,44,0.00475
A,Nam2025,3,30,0.0,5,45,0.004705
A,Nam2025,3,30,0.0,5,46,0.004757
A,Nam2025,3,30,0.0,5,47,0.004787
A,Nam2025,3,30,0.0,5,48,0.004718
A,Nam2025,3,30,0.0,5,49,0.004706
A,Nam2025,3,30,0.0,5,50,0.004709
A,Nam2025,3,30,0.0,5,51,0.004713
A,Youn2026,3,30,0.0,5,42,0.004807
A,Youn2026,3,30,0.0,5,43,0.004752
A,Youn2026,3,30,0.0,5,44,0.00475
A,Youn2026,3,30,0.0,5,45,0.004705
A,Youn2026,3,30,0.0,5,46,0.004757
A,Youn2026,3,30,0.0,5,47,0.004787
A,Youn2026,3,30,0.0,5,48,0.004718
A,Youn2026,3,30,0.0,5,49,0.004706
A,Youn2026,3,30,0.0,5,50,0.004709
A,Youn2026,3,30,0.0,5,51,0.004713
A,V2I-Base,3,30,0.0,5,42,0.004807
A,V2I-Base,3,30,0.0,5,43,0.004752
A,V2I-Base,3,30,0.0,5,44,0.00475
A,V2I-Base,3,30,0.0,5,45,0.004705
A,V2I-Base,3,30,0.0,5,46,0.004757
A,V2I-Base,3,30,0.0,5,47,0.004787
A,V2I-Base,3,30,0.0,5,48,0.004718
A,V2I-Base,3,30,0.0,5,49,0.004706
A,V2I-Base,3,30,0.0,5,50,0.004709
A,V2I-Base,3,30,0.0,5,51,0.004713
A,V2V-Base,3,30,0.0,5,42,0.691449
A,V2V-Base,3,30,0.0,5,43,0.691557
A,V2V-Base,3,30,0.0,5,44,0.691797
A,V2V-Base,3,30,0.0,5,45,0.692022
A,V2V-Base,3,30,0.0,5,46,0.691723
A,V2V-Base,3,30,0.0,5,47,0.691846
A,V2V-Base,3,30,0.0,5,48,0.691696
A,V2V-Base,3,30,0.0,5,49,0.691627
A,V2V-Base,3,30,0.0,5,50,0.691279
A,V2V-Base,3,30,0.0,5,51,0.691737
A,Random-K,3,30,0.0,5,42,0.899049
A,Random-K,3,30,0.0,5,43,0.899219
A,Random-K,3,30,0.0,5,44,0.89922
A,Random-K,3,30,0.0,5,45,0.899246
A,Random-K,3,30,0.0,5,46,0.899084
A,Random-K,3,30,0.0,5,47,0.899338
A,Random-K,3,30,0.0,5,48,0.898783
A,Random-K,3,30,0.0,5,49,0.899213
A,Random-K,3,30,0.0,5,50,0.898918
A,Random-K,3,30,0.0,5,51,0.898866
A,RILP,3,30,1.0,5,42,0.004807
A,RILP,3,30,1.0,5,43,0.004752
A,RILP,3,30,1.0,5,44,0.00475
A,RILP,3,30,1.0,5,45,0.004705
A,RILP,3,30,1.0,5,46,0.004757
A,RILP,3,30,1.0,5,47,0.004787
A,RILP,3,30,1.0,5,48,0.004718
A,RILP,3,30,1.0,5,49,0.004706
A,RILP,3,30,1.0,5,50,0.004709
A,RILP,3,30,1.0,5,51,0.004713
A,RILP-Greedy,3,30,1.0,5,42,0.004807
A,RILP-Greedy,3,30,1.0,5,43,0.004752
A,RILP-Greedy,3,30,1.0,5,44,0.00475
A,RILP-Greedy,3,30,1.0,5,45,0.004705
A,RILP-Greedy,3,30,1.0,5,46,0.004757
A,RILP-Greedy,3,30,1.0,5,47,0.004787
A,RILP-Greedy,3,30,1.0,5,48,0.004718
A,RILP-Greedy,3,30,1.0,5,49,0.004706
A,RILP-Greedy,3,30,1.0,5,50,0.004709
A,RILP-Greedy,3,30,1.0,5,51,0.004713
A,Nam2023b,3,30,1.0,5,42,0.003137
A,Nam2023b,3,30,1.0,5,43,0.003141
A,Nam2023b,3,30,1.0,5,44,0.003194
A,Nam2023b,3,30,1.0,5,45,0.003106
A,Nam2023b,3,30,1.0,5,46,0.003136
A,Nam2023b,3,30,1.0,5,47,0.003199
A,Nam2023b,3,30,1.0,5,48,0.00316
A,Nam2023b,3,30,1.0,5,49,0.00314
A,Nam2023b,3,30,1.0,5,50,0.003105
A,Nam2023b,3,30,1.0,5,51,0.003147
A,Nam2025,3,30,1.0,5,42,0.004807
A,Nam2025,3,30,1.0,5,43,0.004752
A,Nam2025,3,30,1.0,5,44,0.00475
A,Nam2025,3,30,1.0,5,45,0.004705
A,Nam2025,3,30,1.0,5,46,0.004757
A,Nam2025,3,30,1.0,5,47,0.004787
A,Nam2025,3,30,1.0,5,48,0.004718
A,Nam2025,3,30,1.0,5,49,0.004706
A,Nam2025,3,30,1.0,5,50,0.004709
A,Nam2025,3,30,1.0,5,51,0.004713
A,Youn2026,3,30,1.0,5,42,0.004807
A,Youn2026,3,30,1.0,5,43,0.004752
A,Youn2026,3,30,1.0,5,44,0.00475
A,Youn2026,3,30,1.0,5,45,0.004705
A,Youn2026,3,30,1.0,5,46,0.004757
A,Youn2026,3,30,1.0,5,47,0.004787
A,Youn2026,3,30,1.0,5,48,0.004718
A,Youn2026,3,30,1.0,5,49,0.004706
A,Youn2026,3,30,1.0,5,50,0.004709
A,Youn2026,3,30,1.0,5,51,0.004713
A,V2I-Base,3,30,1.0,5,42,0.004807
A,V2I-Base,3,30,1.0,5,43,0.004752
A,V2I-Base,3,30,1.0,5,44,0.00475
A,V2I-Base,3,30,1.0,5,45,0.004705
A,V2I-Base,3,30,1.0,5,46,0.004757
A,V2I-Base,3,30,1.0,5,47,0.004787
A,V2I-Base,3,30,1.0,5,48,0.004718
A,V2I-Base,3,30,1.0,5,49,0.004706
A,V2I-Base,3,30,1.0,5,50,0.004709
A,V2I-Base,3,30,1.0,5,51,0.004713
A,V2V-Base,3,30,1.0,5,42,0.691449
A,V2V-Base,3,30,1.0,5,43,0.691557
A,V2V-Base,3,30,1.0,5,44,0.691797
A,V2V-Base,3,30,1.0,5,45,0.692022
A,V2V-Base,3,30,1.0,5,46,0.691723
A,V2V-Base,3,30,1.0,5,47,0.691846
A,V2V-Base,3,30,1.0,5,48,0.691696
A,V2V-Base,3,30,1.0,5,49,0.691627
A,V2V-Base,3,30,1.0,5,50,0.691279
A,V2V-Base,3,30,1.0,5,51,0.691737
A,Random-K,3,30,1.0,5,42,0.899049
A,Random-K,3,30,1.0,5,43,0.899219
A,Random-K,3,30,1.0,5,44,0.89922
A,Random-K,3,30,1.0,5,45,0.899246
A,Random-K,3,30,1.0,5,46,0.899084
A,Random-K,3,30,1.0,5,47,0.899338
A,Random-K,3,30,1.0,5,48,0.898783
A,Random-K,3,30,1.0,5,49,0.899213
A,Random-K,3,30,1.0,5,50,0.898918
A,Random-K,3,30,1.0,5,51,0.898866
A,RILP,3,30,2.0,5,42,0.004807
A,RILP,3,30,2.0,5,43,0.004752
A,RILP,3,30,2.0,5,44,0.00475
A,RILP,3,30,2.0,5,45,0.004705
A,RILP,3,30,2.0,5,46,0.004757
A,RILP,3,30,2.0,5,47,0.004787
A,RILP,3,30,2.0,5,48,0.004718
A,RILP,3,30,2.0,5,49,0.004706
A,RILP,3,30,2.0,5,50,0.004709
A,RILP,3,30,2.0,5,51,0.004713
A,RILP-Greedy,3,30,2.0,5,42,0.004807
A,RILP-Greedy,3,30,2.0,5,43,0.004752
A,RILP-Greedy,3,30,2.0,5,44,0.00475
A,RILP-Greedy,3,30,2.0,5,45,0.004705
A,RILP-Greedy,3,30,2.0,5,46,0.004757
A,RILP-Greedy,3,30,2.0,5,47,0.004787
A,RILP-Greedy,3,30,2.0,5,48,0.004718
A,RILP-Greedy,3,30,2.0,5,49,0.004706
A,RILP-Greedy,3,30,2.0,5,50,0.004709
A,RILP-Greedy,3,30,2.0,5,51,0.004713
A,Nam2023b,3,30,2.0,5,42,0.003137
A,Nam2023b,3,30,2.0,5,43,0.003141
A,Nam2023b,3,30,2.0,5,44,0.003194
A,Nam2023b,3,30,2.0,5,45,0.003106
A,Nam2023b,3,30,2.0,5,46,0.003136
A,Nam2023b,3,30,2.0,5,47,0.003199
A,Nam2023b,3,30,2.0,5,48,0.00316
A,Nam2023b,3,30,2.0,5,49,0.00314
A,Nam2023b,3,30,2.0,5,50,0.003105
A,Nam2023b,3,30,2.0,5,51,0.003147
A,Nam2025,3,30,2.0,5,42,0.004807
A,Nam2025,3,30,2.0,5,43,0.004363
A,Nam2025,3,30,2.0,5,44,0.004382
A,Nam2025,3,30,2.0,5,45,0.004404
A,Nam2025,3,30,2.0,5,46,0.004407
A,Nam2025,3,30,2.0,5,47,0.004395
A,Nam2025,3,30,2.0,5,48,0.004427
A,Nam2025,3,30,2.0,5,49,0.004375
A,Nam2025,3,30,2.0,5,50,0.004391
A,Nam2025,3,30,2.0,5,51,0.004335
A,Youn2026,3,30,2.0,5,42,0.004418
A,Youn2026,3,30,2.0,5,43,0.004363
A,Youn2026,3,30,2.0,5,44,0.004382
A,Youn2026,3,30,2.0,5,45,0.004404
A,Youn2026,3,30,2.0,5,46,0.004407
A,Youn2026,3,30,2.0,5,47,0.004395
A,Youn2026,3,30,2.0,5,48,0.004427
A,Youn2026,3,30,2.0,5,49,0.004375
A,Youn2026,3,30,2.0,5,50,0.004391
A,Youn2026,3,30,2.0,5,51,0.004335
A,V2I-Base,3,30,2.0,5,42,0.004418
A,V2I-Base,3,30,2.0,5,43,0.004363
A,V2I-Base,3,30,2.0,5,44,0.004382
A,V2I-Base,3,30,2.0,5,45,0.004404
A,V2I-Base,3,30,2.0,5,46,0.004407
A,V2I-Base,3,30,2.0,5,47,0.004395
A,V2I-Base,3,30,2.0,5,48,0.004427
A,V2I-Base,3,30,2.0,5,49,0.004375
A,V2I-Base,3,30,2.0,5,50,0.004391
A,V2I-Base,3,30,2.0,5,51,0.004335
A,V2V-Base,3,30,2.0,5,42,0.694727
A,V2V-Base,3,30,2.0,5,43,0.694856
A,V2V-Base,3,30,2.0,5,44,0.6948
A,V2V-Base,3,30,2.0,5,45,0.694629
A,V2V-Base,3,30,2.0,5,46,0.694764
A,V2V-Base,3,30,2.0,5,47,0.69494
A,V2V-Base,3,30,2.0,5,48,0.694814
A,V2V-Base,3,30,2.0,5,49,0.695003
A,V2V-Base,3,30,2.0,5,50,0.69487
A,V2V-Base,3,30,2.0,5,51,0.694916
A,Random-K,3,30,2.0,5,42,0.900378
A,Random-K,3,30,2.0,5,43,0.900507
A,Random-K,3,30,2.0,5,44,0.900444
A,Random-K,3,30,2.0,5,45,0.900282
A,Random-K,3,30,2.0,5,46,0.900321
A,Random-K,3,30,2.0,5,47,0.900588
A,Random-K,3,30,2.0,5,48,0.900374
A,Random-K,3,30,2.0,5,49,0.900296
A,Random-K,3,30,2.0,5,50,0.900346
A,Random-K,3,30,2.0,5,51,0.900276
A,RILP,3,30,3.0,5,42,0.004418
A,RILP,3,30,3.0,5,43,0.004363
A,RILP,3,30,3.0,5,44,0.004382
A,RILP,3,30,3.0,5,45,0.004404
A,RILP,3,30,3.0,5,46,0.004407
A,RILP,3,30,3.0,5,47,0.004395
A,RILP,3,30,3.0,5,48,0.004427
A,RILP,3,30,3.0,5,49,0.004375
A,RILP,3,30,3.0,5,50,0.004391
A,RILP,3,30,3.0,5,51,0.004335
A,RILP-Greedy,3,30,3.0,5,42,0.004418
A,RILP-Greedy,3,30,3.0,5,43,0.004363
A,RILP-Greedy,3,30,3.0,5,44,0.004382
A,RILP-Greedy,3,30,3.0,5,45,0.004404
A,RILP-Greedy,3,30,3.0,5,46,0.004407
A,RILP-Greedy,3,30,3.0,5,47,0.004395
A,RILP-Greedy,3,30,3.0,5,48,0.004427
A,RILP-Greedy,3,30,3.0,5,49,0.004375
A,RILP-Greedy,3,30,3.0,5,50,0.004391
A,RILP-Greedy,3,30,3.0,5,51,0.004335
A,Nam2023b,3,30,3.0,5,42,0.002912
A,Nam2023b,3,30,3.0,5,43,0.002888
A,Nam2023b,3,30,3.0,5,44,0.00293
