Model,Epoch,Train_Loss,Val_Loss,MAE,RMSE,R2,Train Loss,Val Loss
TabR,170,,,59.75894927978516,128.66177195460975,0.6849689483642578,6693.744356101684,16554.017860259468
TabR,171,,,59.93609619140625,128.98001298650888,0.6832493543624878,6682.200167281261,16635.920805233738
TabR,172,,,59.77278518676758,128.87520459489093,0.6837446689605713,6672.740707086758,16608.976484896866
TabR,173,,,59.629188537597656,128.63266042543395,0.6850037574768066,6616.720343511288,16546.50129734468
TabR,174,,,59.797142028808594,128.78751728865262,0.6842391490936279,6660.482187286458,16586.3730767839
TabR,175,,,59.90838241577149,129.09321668372044,0.6826504468917847,6718.24273376299,16665.25253216376
TabR,176,,,59.67582702636719,128.70004340277046,0.6846243143081665,6713.9750937408,16563.874711311422
TabR,177,,,59.720306396484375,129.01163495253053,0.6830475330352783,6669.600377764785,16644.15560591246
TabR,178,,,59.64358901977539,128.46101518310914,0.6858993172645569,6713.014367832803,16502.422288647467
TabR,179,,,59.822383880615234,128.89580639512675,0.6836630702018738,6669.693434960881,16614.31281225876
TabR,180,,,59.62775421142578,128.61429437955175,0.6851051449775696,6645.977807917,16541.739515269048
TabR,181,,,59.96905517578125,129.1436639463973,0.6824361085891724,6710.314207751662,16678.236478777235
TabR,182,,,59.52219772338867,128.5299925479458,0.6855422258377075,6653.646557218527,16520.160687594525
TabR,183,,,59.595794677734375,128.591118593976,0.6852133274078369,6688.070992803695,16535.89044090026
TabR,184,,,59.78120422363281,128.8202629878157,0.6840589046478271,6733.884549832927,16594.771402771705
TabR,185,,,59.83335876464844,129.02566060187408,0.6830275654792786,6695.057124090785,16647.7773879364
TabR,186,,,59.72368621826172,128.84618676449062,0.6838990449905396,6668.665654442031,16601.51534985043
TabR,187,,,59.67512512207031,128.76965869334282,0.6843091249465942,6704.825519652544,16581.722369838437
TabR,188,,,59.75899505615234,128.82155930054952,0.6840521097183228,6715.342673581982,16595.159565272297
TabR,189,,,59.695899963378906,128.84119949573582,0.6839513778686523,6687.6500252535,16600.19243226065
TabR,190,,,59.80415344238281,128.96776183895724,0.6832898259162903,6631.288264163561,16632.846716519754
TabR,191,,,59.56194305419922,128.57856456511325,0.6852757930755615,6720.22151641169,16532.618578571542
TabR,192,,,59.71804428100586,128.94274104714077,0.6834241151809692,6695.563188357676,16626.34464018978
TabR,193,,,59.6708984375,128.69588516877687,0.6847074627876282,6676.815878856557,16562.751092721035
TabR,194,,,59.62870788574219,128.43071758247712,0.6860702037811279,6664.877882444402,16494.593855542724
TabR,195,,,59.56514739990234,128.49843445058,0.6857080459594727,6687.19072719248,16512.01312794535
TabR,196,,,59.64202117919922,128.4849060930894,0.6857612133026123,6664.836520478989,16508.474069968608
TabR,197,,,59.95797729492188,128.92590380476298,0.6835589408874512,6684.886344351426,16622.016540052326
TabR,198,,,59.67272567749024,128.74390155459793,0.6844253540039062,6694.384115471809,16575.13934008659
TabR,199,,,59.723777770996094,128.70687232768498,0.6846753358840942,6688.649277383289,16565.655122016004
TabR,200,,,59.79491424560547,128.87407553014688,0.6837928891181946,6656.585682234188,16608.677470672046
FTT,1,,,276.07403564453125,368.7421185598412,-1.2986829280853271,133612.32702676623,135970.24603774774
FTT,2,,,272.55096435546875,366.1106816933917,-1.2653567790985107,131971.33471138717,134037.43821879826
FTT,3,,,267.9193725585937,362.6562163399381,-1.2220793962478638,129765.62758748946,131518.60781333694
FTT,4,,,262.2857666015625,358.4506590871329,-1.1701492071151731,127017.14286620676,128486.6089264896
FTT,5,,,255.73117065429688,353.5635330106882,-1.1104575395584106,123790.55062607815,125008.7738106843
FTT,6,,,248.3267974853516,348.0744801762979,-1.0446120500564575,120160.11780394107,121155.82373319194
FTT,7,,,240.1317138671875,342.0480823290784,-0.9733731150627136,116195.7267862576,116997.19454619214
FTT,8,,,231.31765747070312,335.5753222079955,-0.8983097672462463,111966.05373856104,112611.71972850103
FTT,9,,,221.92344665527344,328.7360738495245,-0.8206362128257751,107548.49619679787,108067.80698174646
FTT,10,,,212.037338256836,321.63554199590567,-0.7416804432868958,103019.86813957748,103451.18365516786
FTT,11,,,201.85191345214844,314.39132661382376,-0.6629828810691833,98457.7662219946,98841.76278008516
FTT,12,,,191.413818359375,307.09220927923263,-0.5856015086174011,93944.08060061069,94305.85714943324
FTT,13,,,180.78421020507807,299.86598569194206,-0.5109313130378723,89544.30283103816,89919.18377135717
FTT,14,,,170.2182159423828,292.80195418576017,-0.4398112893104553,85321.764558336,85733.27287821588
FTT,15,,,159.90077209472656,286.02715124617106,-0.3728747963905334,81325.46651716263,81811.56902826355
FTT,16,,,150.02157592773438,279.5395209089405,-0.3111130595207214,77596.11901473059,78142.69525095905
FTT,17,,,141.24310302734375,273.46389158351417,-0.2542870640754699,74148.5584831943,74783.68237880865
FTT,18,,,134.07713317871094,267.8276177180016,-0.2030369639396667,71009.56592331883,71732.54512329852
FTT,19,,,128.50302124023438,262.61620939595485,-0.1573540568351745,68169.78568407422,68968.00593747046
FTT,20,,,125.1569366455078,257.8653354950991,-0.1159508228302002,65621.2815091428,66495.30772934588
FTT,21,,,122.4588851928711,253.5170420800148,-0.0792833566665649,63349.45925457952,64271.47361555026
FTT,22,,,120.25987243652344,249.5669374135925,-0.0470667481422424,61302.318869829694,62284.57604270055
FTT,23,,,119.654541015625,246.01244093287232,-0.0187186896800994,59478.658778319244,60522.6090276629
FTT,24,,,119.07568359375,242.729932872936,0.0084036886692047,57847.473193489765,58918.02262946738
FTT,25,,,119.47440338134766,239.76944492313865,0.03178471326828,56380.946504212254,57489.69246426194
FTT,26,,,117.24632263183594,236.9977254637689,0.0515342950820922,55061.91304832918,56168.32809693733
FTT,27,,,118.05259704589844,234.461667309392,0.0718346834182739,53864.96367197654,54972.68092201137
FTT,28,,,116.71377563476562,232.0668175601588,0.0898666083812713,52758.32689805639,53855.58919609308
FTT,29,,,113.6516571044922,229.950011551424,0.1031924188137054,51745.0547744553,52877.46192215513
FTT,30,,,113.60289001464844,227.8060269999457,0.1188178062438964,50834.907118291456,51896.03594495876
FTT,31,,,114.27617645263672,225.9374567773126,0.1331886351108551,49947.20995560664,51048.15244209243
FTT,32,,,113.5987548828125,224.27361915749253,0.1427247524261474,49167.76470963084,50299.15002550257
FTT,33,,,114.89080810546876,222.5586737946872,0.1563749313354492,48459.752706937616,49532.66136294487
FTT,34,,,110.31375122070312,221.0611128737933,0.1651171445846557,47813.18632136489,48868.36419722544
FTT,35,,,109.19847106933594,219.45671555001456,0.1750664114952087,47124.93054231431,48161.584340635534
FTT,36,,,109.89747619628906,217.785032342675,0.1879462599754333,46495.136601055725,47430.652979344886
FTT,37,,,107.54098510742188,216.31436903266504,0.1977174878120422,45852.95227907815,46792.20799805826
FTT,38,,,110.60330963134766,214.777901272454,0.2079618275165558,45206.827290155255,46129.806198453305
FTT,39,,,107.6606216430664,213.1403403570052,0.2190341055393219,44595.282501682486,45429.145711359175
FTT,40,,,106.02994537353516,211.57798133903253,0.2295179963111877,44027.112524929646,44765.58252086976
FTT,41,,,106.63233947753906,210.18855002711257,0.2390568554401397,43435.04137023094,44179.589821472175
FTT,42,,,104.1228485107422,208.74875561006343,0.2465448677539825,42854.78446753078,43576.37448601002
FTT,43,,,105.630126953125,207.4652267549914,0.2567950189113617,42321.13109536356,43042.21922324987
FTT,44,,,101.26659393310548,205.8233086290277,0.2672577202320099,41780.95126069187,42363.66111185781
FTT,45,,,102.08430480957033,204.26713514415383,0.2767826020717621,41200.13350091152,41725.41017828166
FTT,46,,,98.6918487548828,202.91646988354591,0.2855755686759949,40658.07920369498,41175.54312814105
FTT,47,,,100.28236389160156,201.4420473424057,0.2960436344146728,40177.26005687603,40579.10642448089
FTT,48,,,96.70559692382812,200.05087243623808,0.3041842877864837,39528.50415083871,40020.82987534758
FTT,49,,,97.00698852539062,198.4756557805012,0.3136916160583496,39057.7019834732,39392.84376513907
FTT,50,,,98.05393981933594,197.18323093635524,0.3217780292034149,38526.97432298559,38881.47008285381
FTT,51,,,93.89242553710938,195.7333964861388,0.3317325413227081,38037.09632745853,38311.89316701031
FTT,52,,,94.092041015625,194.62247108183576,0.3388952016830444,37500.7310126668,37878.43481669168
FTT,53,,,96.82542419433594,193.10302261681457,0.3470674753189087,37019.77342319207,37289.09988440149
FTT,54,,,91.35826110839844,191.59007754187064,0.3554360866546631,36507.73984635312,36706.98831558985
FTT,55,,,89.84998321533203,190.38488976281704,0.3644580543041229,36014.786129004744,36246.86616333558
FTT,56,,,93.17538452148438,188.97273695562544,0.3712401688098907,35537.80685559783,35711.042520424206
FTT,57,,,89.44793701171875,187.36672346630817,0.382557600736618,35112.11753538275,35106.56565120413
FTT,58,,,89.38502502441406,185.85921671388803,0.3913775980472564,34628.35030738668,34543.921540463416
FTT,59,,,88.34609985351562,184.5387937704428,0.3990813791751861,34170.68940240108,34054.89953483661
FTT,60,,,89.46182250976562,183.480691252513,0.4058599770069122,33714.24650532612,33665.48066525024
FTT,61,,,87.51809692382812,181.74716297648223,0.4159040153026581,33261.499789011854,33032.3556781123
FTT,62,,,88.00382995605469,180.51140459123351,0.4231492578983307,32845.90579257696,32584.71261479848
FTT,63,,,83.90887451171875,179.56410980830773,0.4278943836688995,32403.27832381256,32243.62961015533
FTT,64,,,86.33229064941406,177.7405720073501,0.4390767514705658,31990.617157714885,31592.030537909715
FTT,65,,,84.08232116699219,176.32336682215436,0.4473608434200287,31635.62611703408,31090.22223106361
FTT,66,,,82.89474487304688,175.32522792477698,0.4517739117145538,31235.080725058902,30739.245312549232
FTT,67,,,82.31184387207031,173.79422773426626,0.4610399603843689,30801.22867333533,30204.721736520565
FTT,68,,,85.42500305175781,172.9672001963089,0.4661928117275238,30408.744356120915,29917.982942203696
FTT,69,,,82.05030822753906,171.84070112316232,0.4727955758571625,30036.90660360592,29529.43892202664
FTT,70,,,83.76068115234375,170.42897393415828,0.4817431271076202,29701.30396801104,29046.33645622864
FTT,71,,,80.63531494140625,169.14644981309834,0.4879947006702423,29270.77842055264,28610.84903285942
FTT,72,,,82.3836441040039,167.9984305172224,0.4937319457530975,28871.868013329207,28223.71505914331
FTT,73,,,79.81346130371094,166.44735701190933,0.5033548474311829,28549.04192759411,27704.961932001686
FTT,74,,,79.847412109375,165.2162408784318,0.5096421241760254,28327.776253947144,27296.73239664321
FTT,75,,,76.78512573242188,164.37229085219928,0.5142210721969604,27911.667360647512,27018.65016286196
FTT,76,,,77.7338638305664,163.45965433020467,0.5202283263206482,27546.05560743848,26719.37575695364
FTT,77,,,78.62352752685547,162.59606535445437,0.5237658023834229,27406.452826533467,26437.72662557947
FTT,78,,,76.68833923339844,161.2200674737795,0.5313332676887512,27002.595999068417,25992.12077109082
FTT,79,,,76.79367065429688,160.238067515962,0.5366445779800415,26707.01119147964,25676.44005998027
FTT,80,,,74.47576904296875,159.66128698748486,0.5397024750709534,26519.112214370605,25491.945649744383
FTT,81,,,77.14077758789062,159.02467010852436,0.5433448553085327,26227.482563708145,25289.02696613476
FTT,82,,,75.099609375,157.76481952973546,0.5495808124542236,25898.672208359425,24889.95636180759
FTT,83,,,74.65261840820312,156.58044433094128,0.5555146932601929,25644.06176737236,24517.65761140881
FTT,84,,,75.00342559814453,155.2660078804276,0.5618472099304199,25464.314328799843,24107.675931348367
FTT,85,,,76.66233825683594,155.2319459107886,0.5629385709762573,25183.89622080136,24097.14383983748
FTT,86,,,74.55384063720703,154.1006608417855,0.5691734552383423,24869.80659760889,23747.26404610549
FTT,87,,,72.013427734375,152.78365653146608,0.5748990774154663,24630.89386080801,23343.06107206544
FTT,88,,,72.51396179199219,152.44373962219635,0.5766691565513611,24456.388985664868,23239.275203602065
FTT,89,,,75.35044860839844,151.40803985010174,0.5814265012741089,24293.14298579336,22924.68646205041
FTT,90,,,72.98550415039062,149.87122727736968,0.5901024341583252,23995.626088279754,22461.554029319585
FTT,91,,,71.3759994506836,149.46274880802238,0.5921910405158997,23853.922343038605,22339.33844769364
FTT,92,,,71.02568817138672,148.69643205621983,0.5961956977844238,23569.107336196645,22110.760841976145
FTT,93,,,71.59495544433594,148.58869273728402,0.5978658199310303,23354.73382696006,22078.771696137395
FTT,94,,,69.68623352050781,147.56318826607807,0.6011991500854492,23197.07564654313,21775.05270674312
FTT,95,,,71.00985717773438,146.05641568414583,0.6086463928222656,23066.68242365349,21332.667503992776
FTT,96,,,70.78048706054688,146.2745038232911,0.6084762215614319,22768.643683358885,21396.369268568626
FTT,97,,,71.03422546386719,145.49935566867643,0.6119557619094849,22718.514179883503,21170.205367859773
FTT,98,,,70.82588195800781,144.35860296497745,0.6173089146614075,22650.70752528904,20839.573417548425
FTT,99,,,70.8733901977539,143.80318309672424,0.6199976205825806,22347.917796285576,20679.57008165992
FTT,100,,,67.10555267333984,144.23021690599373,0.617163896560669,22200.300228717675,20802.55009740701
FTT,101,,,69.89497375488281,142.1538078214052,0.6284359097480774,22073.55147247696,20207.85037395971
FTT,102,,,69.0919418334961,141.94819147315684,0.6295987963676453,21828.46274108404,20149.53087773882
FTT,103,,,67.94449615478516,141.5456943666956,0.6304578185081482,21675.95519575774,20035.350882964874
FTT,104,,,68.05054473876953,141.78198355000893,0.629370391368866,21418.42975917812,20102.37909684231
FTT,105,,,66.57026672363281,140.9469924741213,0.6335415244102478,21411.31645137384,19866.22848202364
FTT,106,,,68.73673248291016,139.79571451541352,0.63918137550354,21382.83728679951,19543.057497398047
FTT,107,,,68.71891784667969,139.8554708775277,0.6388951539993286,21051.7786829878,19559.77320204434
FTT,108,,,67.45250701904297,138.52037587030293,0.6452126502990723,20906.55623097199,19188.14195206896
FTT,109,,,70.15196990966797,139.95881090520882,0.6373265981674194,20909.65747703592,19588.62049058719
FTT,110,,,67.14790344238281,138.42661497838847,0.6453227996826172,20831.90266255533,19162.08555613076
FTT,111,,,67.91797637939453,138.66929663095937,0.6444118022918701,20830.32845780557,19229.3640044792
FTT,112,,,66.08580780029297,137.64096467349393,0.6494392156600952,20513.42001967664,18945.21010842037
FTT,113,,,69.11204528808594,137.04805697956832,0.6518745422363281,20453.930007713054,18782.334040500344
FTT,114,,,66.01100158691406,136.85225981190445,0.6523191928863525,20233.95231775572,18728.779354661947
FTT,115,,,66.92027282714844,136.12482782358256,0.6555882692337036,20194.32290625111,18530.13809252853
FTT,116,,,66.64229583740234,136.51190424281685,0.6538724899291992,20111.94192996646,18635.64422551458
FTT,117,,,67.54431915283203,136.33687740528973,0.6552916765213013,19940.142340397942,18587.881362102988
FTT,118,,,67.04906463623047,135.5528465903612,0.6594733595848083,19947.19381265951,18374.69414377589
FTT,119,,,64.82485961914062,134.8302607679374,0.6624130010604858,19746.71656507112,18179.403274618347
FTT,120,,,65.44314575195312,134.20931646126508,0.6654613614082336,19821.500873306926,18012.245786352974
FTT,121,,,67.37333679199219,135.8429268723624,0.6576380729675293,19643.937653387184,18453.52737310504
FTT,122,,,66.68574523925781,135.0875800985235,0.6605028510093689,19498.6626231836,18248.74139263714
FTT,123,,,63.61364364624024,133.21103440593802,0.6697357296943665,19434.417646452297,17745.372178409172
FTT,124,,,65.13436126708984,133.13654586081915,0.6699222922325134,19271.541213336,17725.47235060689
FTT,125,,,63.10716247558594,133.03738313910117,0.6698629856109619,19119.764353594102,17699.03947682442
FTT,126,,,66.25054931640625,133.36384091087058,0.6694547533988953,19191.723351738565,17786.098905161954
FTT,127,,,64.80438995361328,133.0296093098262,0.6693367958068848,18962.91015694232,17697.021741585384
FTT,128,,,64.52162170410156,132.8159778956395,0.6706883907318115,19061.12562982593,17640.206639788044
FTT,129,,,64.56077575683594,132.89168227827503,0.6715714335441589,18921.195024264405,17660.359058402602
FTT,130,,,63.67990112304688,132.14658054599823,0.6742267608642578,18804.29337078749,17462.905911924812
FTT,131,,,63.34069442749024,132.00897371249047,0.6749102473258972,18819.503916942485,17426.48387796455
FTT,132,,,62.4238510131836,131.62024415672158,0.6760683059692383,18777.44953655532,17323.988670619565
FTT,133,,,64.06234741210938,131.92080069590995,0.6752009391784668,18757.44417175783,17403.32159673646
FTT,134,,,63.45185852050781,131.4681000399907,0.6767172813415527,18616.82924403412,17284.009353177582
FTT,135,,,64.10752868652344,132.47162874319542,0.6727497577667236,18561.25914318381,17548.865058306354
FTT,136,,,65.53089904785156,132.24943141418416,0.6728595495223999,18477.55282454574,17490.057208832553
FTT,137,,,62.079288482666016,131.5317214591218,0.6772680282592773,18576.851935760093,17300.73832823651
FTT,138,,,64.08367156982422,131.01732352059403,0.6794757843017578,18480.668771748056,17165.71146364432
FTT,139,,,63.50503921508789,131.63132107329167,0.6756350994110107,18274.69928275108,17326.985616834747
FTT,140,,,63.4654541015625,131.63034177194862,0.6754477024078369,18267.518427754607,17326.67296353625
FTT,141,,,63.030860900878906,130.78692117333446,0.6797541975975037,18376.85731475013,17105.328764318117
FTT,142,,,63.530052185058594,130.91786845671604,0.6794618964195251,18256.86060780525,17139.584805762006
FTT,143,,,63.67770385742188,130.0900003963602,0.6831802129745483,18080.174640600137,16923.57470033867
FTT,144,,,63.49757385253906,130.23538635630103,0.6829037070274353,17895.737324310907,16961.381084553323
FTT,145,,,63.47225570678711,129.867871556055,0.6835929751396179,18091.916427154967,16865.77772878093
FTT,146,,,63.43678283691406,129.01843224661738,0.6881879568099976,17832.909136356004,16645.856139915555
FTT,147,,,61.715633392333984,129.38956741658114,0.6866766214370728,17725.53856716863,16741.878287148083
FTT,148,,,64.17964172363281,129.2678148989531,0.6866588592529297,17858.381285997526,16710.327507990478
FTT,149,,,62.48821640014648,129.3501108305478,0.6864182353019714,17797.389606090637,16731.586743501768
FTT,150,,,62.30377960205078,129.22487515712675,0.6870654821395874,17800.89467306776,16699.201013283982
FTT,151,,,61.025177001953125,128.82146833166047,0.6886699199676514,17691.411829662626,16595.196674031886
FTT,152,,,61.69220733642578,129.10499451754373,0.6878588199615479,17705.394264168608,16668.267703422367
FTT,153,,,63.12222290039063,128.99609369085562,0.6882026791572571,17645.41208914389,16640.154772278805
FTT,154,,,63.231201171875,129.36485467467585,0.6862595677375793,17453.77295649195,16735.458070122706
FTT,155,,,60.759159088134766,128.16852919106157,0.6915032863616943,17521.233850314293,16427.361273815117
FTT,156,,,62.39540100097656,129.58291716840998,0.6840839982032776,17592.281526773862,16791.838386829648
FTT,157,,,61.43805694580078,128.65157797565095,0.6892774105072021,17514.250742366272,16551.411886104448
FTT,158,,,61.81810760498047,128.17017496282045,0.6909843683242798,17417.035484470878,16427.67783653297
FTT,159,,,60.93476486206055,127.2694683658457,0.695425271987915,17498.28406076243,16197.646679952126
FTT,160,,,60.88028717041016,127.87719175785416,0.6934500336647034,17473.249355143053,16352.68740759627
FTT,161,,,61.34383010864258,128.05277690028828,0.6921268701553345,17238.394403124777,16397.725527688995
FTT,162,,,63.4796028137207,129.60676703976532,0.684483528137207,17269.122263815738,16798.007373713055
FTT,163,,,60.49129486083984,127.63425070538472,0.6934609413146973,17256.279643403876,16290.651506023874
FTT,164,,,60.93840026855469,128.11769034026878,0.6912069320678711,17288.40453998676,16414.314413215696
FTT,165,,,62.1777458190918,128.27868831181584,0.6912186145782471,17332.607634940105,16455.582715462235
FTT,166,,,61.69990158081055,127.4118721165732,0.6946579217910767,16724.47774008125,16234.01058547348
FTT,167,,,59.929420471191406,126.51010875494298,0.6985077261924744,16592.355040965915,16004.93722472735
FTT,168,,,60.3389892578125,126.50155940244372,0.6982026100158691,16535.518302052504,16002.800916393917
FTT,169,,,60.052154541015625,125.8423492906899,0.7015256285667419,16364.992952697425,15836.394170620057
FTT,170,,,60.07347869873047,126.6682775562315,0.6976112723350525,16384.12546360776,16044.980635895208
FTT,171,,,61.05577087402344,127.12062507835816,0.6958595514297485,16536.237099737915,16159.78945156186
FTT,172,,,60.00323486328125,125.89132605768556,0.7014951109886169,16415.018022232434,15848.74690369039
FTT,173,,,60.034278869628906,125.51547619965038,0.7032711505889893,16393.449079055354,15754.235879276112
FTT,174,,,59.88413238525391,126.11936310495705,0.7003369331359863,16286.5971301335,15906.24158310637
FTT,175,,,60.75418472290039,126.29255548254814,0.6994882822036743,16256.3326401525,15949.95187454952
FTT,176,,,59.848243713378906,125.72920507110707,0.7016698122024536,16399.69140355765,15807.936308536517
FTT,177,,,60.53901672363281,126.31546879242462,0.6991422772407532,16149.229240783292,15955.72125407032
FTT,178,,,60.53012847900391,126.40654743475514,0.6990904211997986,16161.086192273497,15978.78444452896
FTT,179,,,60.01011276245117,126.10493677142462,0.7000441551208496,16390.194011801304,15902.655933371834
FTT,180,,,59.68667602539063,125.6399167138971,0.7024091482162476,16016.692023168018,15785.524161406149
FTT,181,,,59.81120681762695,125.9672886605884,0.700624942779541,15915.28771540053,15867.944051956803
FTT,182,,,59.94719696044922,125.7646767031586,0.7012364268302917,16002.610947841711,15816.844324546271
FTT,183,,,59.00081634521485,125.48405495071874,0.7029935121536255,15995.172552672882,15746.467578568096
FTT,184,,,59.15393829345703,125.06131308782103,0.7049130201339722,15857.026237777642,15640.541713191622
FTT,185,,,59.24107360839844,125.61084341877098,0.7022322416305542,15810.075969702386,15778.243929908802
FTT,186,,,59.23209381103516,125.14526715231784,0.7042677998542786,15926.139449349552,15661.472577785296
FTT,187,,,59.07462692260742,125.0085075229882,0.7050681114196777,15847.30906370402,15627.32021231134
FTT,188,,,59.81793594360352,125.54341256115352,0.7027497291564941,15817.21113823413,15761.275940247187
FTT,189,,,60.20008087158203,125.82330430508492,0.7014350295066833,15888.410157657716,15831.63859519498
FTT,190,,,60.10619354248047,125.5572034099398,0.7024016380310059,15896.834889282454,15764.809385658891
FTT,191,,,59.69179916381836,125.63481382687084,0.7021774053573608,15773.32174657785,15784.202366877087
FTT,192,,,59.89180374145508,125.97461456827324,0.7005122900009155,15661.97446957266,15869.824829728512
FTT,193,,,59.41069030761719,125.05211413646713,0.704645037651062,15832.08556731688,15638.161655541297
FTT,194,,,59.28599548339844,125.4692364560931,0.7025630474090576,15593.36591390945,15742.686440018748
FTT,195,,,58.99433517456055,124.71363291306608,0.7062656879425049,15652.792725338231,15553.659306984946
FTT,196,,,59.351524353027344,125.22222823968794,0.7038907408714294,15691.34080326606,15680.728418882632
FTT,197,,,59.62529754638672,125.25203497598352,0.7037763595581055,15651.62250446592,15688.2446714772
FTT,198,,,59.160400390625,125.50511225892356,0.7025579214096069,15608.43535112557,15751.677052255156
FTT,199,,,59.4810791015625,125.29951226336637,0.7035542130470276,15612.689536149466,15700.113190354024
FTT,200,,,59.64069366455078,125.85942446460852,0.7008603811264038,15397.093072665586,15840.71183464391
MLP,1,,,236.23025512695312,335.53446171742183,-0.9032278060913086,130359.43485361723,112583.07939052802
MLP,2,,,131.33740234375,238.13530161443936,0.0122114419937133,70924.55880046115,56708.64856685907
MLP,3,,,122.3887939453125,218.63906115445155,0.1581235229969024,50198.41069299744,47803.4133053002
MLP,4,,,117.39987182617188,211.48949072589872,0.2098178267478943,45088.75844915681,44727.97790261564
MLP,5,,,108.16539001464844,202.1641988118816,0.2763181924819946,41907.30149553888,40870.68532169668
MLP,6,,,103.06356048583984,196.47065620595865,0.3147812485694885,38495.05188071456,38601.01035574113
MLP,7,,,102.79718017578124,194.20595543134093,0.3294018507003784,37190.698876898125,37716.14209890566
MLP,8,,,102.37574768066406,192.41646929577,0.3406510353088379,36436.57562197349,37024.35293769398
MLP,9,,,99.78450012207033,190.51730564439544,0.3525421619415283,35759.32119931484,36297.119757142194
MLP,10,,,97.52017211914062,188.6589391269335,0.3638489246368408,35098.56125831768,35592.38696251369
MLP,11,,,96.45604705810548,187.0233002696456,0.3736372292041778,34503.5836480463,34977.991530673484
MLP,12,,,95.788330078125,185.575109036072,0.3821080327033996,33957.30745216166,34438.357915494926
MLP,13,,,94.7176742553711,184.3737076225892,0.389189213514328,33508.360669206275,33993.90803831835
MLP,14,,,93.97622680664062,183.37749231435137,0.3950508832931518,33131.3810672554,33627.5211081752
MLP,15,,,92.96563720703124,182.5652494657732,0.3999256193637848,32829.542503449906,33330.397001811274
MLP,16,,,92.6652374267578,181.8695660700272,0.4041394889354706,32563.996636620624,33076.87534690631
MLP,17,,,92.3676300048828,181.2812904025123,0.4077593684196472,32333.70034089186,32863.21887917445
MLP,18,,,91.92133331298828,180.5848841698136,0.41214719414711,32119.198664233027,32611.166042026067
MLP,19,,,92.05938720703124,179.94839212431157,0.4161132574081421,31894.28138083296,32381.755478436546
MLP,20,,,91.96231079101562,179.37571863967543,0.4197039604187011,31699.046421069324,32175.86433963119
MLP,21,,,90.90530395507812,178.85482066469442,0.4229159355163574,31503.89091186634,31989.33568241278
MLP,22,,,90.84669494628906,178.31222616522962,0.4263212084770202,31314.41891273504,31795.37509224988
MLP,23,,,91.35531616210938,177.87893091229213,0.4289593696594238,31158.93948311012,31640.99298051663
MLP,24,,,90.03301239013672,177.44145161151044,0.4315289258956909,30992.15054513528,31485.809668808783
MLP,25,,,90.6178741455078,177.13552478434414,0.4333761930465698,30844.616994173688,31377.289897549093
MLP,26,,,88.25399017333984,176.81662574719888,0.435135930776596,30704.27320254222,31264.31284038297
MLP,27,,,90.9782257080078,176.33124235724648,0.4380403757095337,30571.391078453744,31092.91694600102
MLP,28,,,90.10872650146484,175.9930307569024,0.4401012659072876,30447.1660934263,30973.887671650005
MLP,29,,,90.39353942871094,175.60719438209244,0.4424325823783874,30317.952926612063,30838.24584297065
MLP,30,,,88.47061157226562,175.25255213904876,0.4444078505039215,30218.684866509764,30713.814937390704
MLP,31,,,89.47215270996094,175.01372714018748,0.4458983242511749,30090.30042645945,30630.08324772988
MLP,32,,,89.23516845703125,174.5930927811149,0.44832444190979,29966.54650660922,30483.023189305364
MLP,33,,,88.38442993164062,174.26329307258027,0.4502273201942444,29848.077243831405,30368.042569595425
MLP,34,,,88.34063720703125,173.93563037981895,0.4521008133888244,29733.270773763103,30253.90757208414
MLP,35,,,87.95323181152344,173.6508822501343,0.4537080228328705,29598.756160210804,30154.920033387192
MLP,36,,,88.19001007080078,173.27563392612362,0.4558418095111847,29484.59685346733,30024.703563048453
MLP,37,,,88.57999420166016,173.01603633225736,0.4573374390602112,29366.39470236056,29934.74482440645
MLP,38,,,89.22438049316406,172.66875803109258,0.4594399333000183,29248.9321912496,29814.91902577729
MLP,39,,,89.0852279663086,172.298852379376,0.4615417718887329,29122.92062827144,29687.126245588744
MLP,40,,,87.8387680053711,171.88988571902652,0.463844746351242,29006.16888705768,29546.37239380248
MLP,41,,,89.27362060546875,171.6672835749433,0.4650298655033111,28875.639686568906,29469.93855653496
MLP,42,,,86.45477294921875,171.22506661555136,0.4676394164562225,28750.309547565965,29318.193439501312
MLP,43,,,88.95751953125,171.03605476989347,0.4686750769615173,28628.44809854664,29253.59544939168
MLP,44,,,87.01348114013672,170.71931916892123,0.4705458879470825,28510.39651042159,29145.377849161174
MLP,45,,,85.94586181640625,170.3297009662437,0.472752571105957,28400.956770153323,29012.492912760048
MLP,46,,,87.12742614746094,169.9511188915801,0.4749028384685516,28277.812152086484,28883.59642001548
MLP,47,,,87.39422607421875,169.6628089771002,0.4765106737613678,28167.808507579328,28785.6655914848
MLP,48,,,85.97724914550781,169.31503781782055,0.4785313010215759,28044.47726521945,28667.698197478003
MLP,49,,,86.2944107055664,169.06447549677608,0.4797936379909515,27947.355212868795,28583.059963343752
MLP,50,,,86.3844985961914,168.80562162032697,0.4812342226505279,27837.195729706986,28495.554099783967
MLP,51,,,85.536865234375,168.56411057814177,0.4827422201633453,27728.654087825347,28414.123509786
MLP,52,,,85.56163024902344,168.2324935171562,0.4845354557037353,27637.210151994543,28302.408066811804
MLP,53,,,86.2442855834961,167.91271449029702,0.4862754046916961,27545.62246714222,28194.95140449977
MLP,54,,,84.78215789794922,167.66496074761716,0.4876957833766937,27423.805051506093,28111.77639275776
